constant, lambda, clicks, CTR, spend, CPM, CPC
42,2.7e-06,79,0.049%,6250.0,38629.368208957065,79113.92405063291
42,2.8e-06,78,0.048%,6137.342,37883.65791179285,78683.8717948718
42,2.8999999999999998e-06,77,0.048%,6041.162,37641.51484186127,78456.64935064936
42,3e-06,62,0.043%,4877.055,33947.176088984175,78662.17741935483
42,3.1e-06,61,0.044%,4580.861,33081.01881941737,75096.08196721312
42,3.2e-06,60,0.044%,4472.299,32699.654161396225,74538.31666666667
42,3.2999999999999997e-06,60,0.045%,4337.932,32235.50568477372,72298.86666666667
42,3.3999999999999996e-06,58,0.045%,4037.692,31179.32957011251,69615.37931034483
42,3.5e-06,58,0.046%,3851.048,30543.510675422734,66397.37931034483
42,3.6e-06,58,0.046%,3792.554,30309.152954151315,65388.862068965514
42,3.6999999999999997e-06,58,0.049%,3437.548,29090.34594814163,59268.06896551724
42,3.8e-06,56,0.049%,3265.037,28422.025296621607,58304.232142857145
42,3.9e-06,56,0.049%,3191.653,28109.14615350742,56993.80357142857
42,4e-06,50,0.045%,3054.637,27565.691750967846,61092.74
42,4.1e-06,46,0.044%,2698.884,25957.047367155566,58671.391304347824
42,4.2e-06,45,0.044%,2601.522,25485.628636924706,57811.6
42,4.2999999999999995e-06,45,0.044%,2558.925,25289.318680449862,56865.0
42,4.4e-06,45,0.045%,2527.292,25128.18167356029,56162.044444444444
42,4.5e-06,44,0.045%,2401.237,24514.175165640667,54573.568181818184
42,4.6e-06,44,0.045%,2375.09,24383.906205083982,53979.318181818184
42,4.7e-06,43,0.044%,2342.946,24202.737461907956,54487.11627906977
42,4.8e-06,42,0.044%,2265.243,23826.85571835786,53934.357142857145
42,4.9e-06,42,0.044%,2257.804,23778.873091100577,53757.23809523809
43,2e-06,76,0.055%,6250.0,45031.089464166056,82236.84210526316
43,2.1e-06,80,0.056%,6250.0,44136.85957416758,78125.0
43,2.2e-06,79,0.055%,6250.0,43678.498298285704,79113.92405063291
43,2.3e-06,81,0.055%,6250.0,42137.76690061555,77160.49382716049
43,2.4e-06,81,0.054%,6250.0,41776.95783535199,77160.49382716049
43,2.4999999999999998e-06,75,0.048%,6250.0,39974.16070252189,83333.33333333333
43,2.5999999999999997e-06,74,0.047%,6250.0,39821.0917987665,84459.45945945945
43,2.7e-06,74,0.046%,6250.0,39204.370816893635,84459.45945945945
43,2.8e-06,81,0.050%,6250.0,38310.41859495774,77160.49382716049
43,2.8999999999999998e-06,78,0.048%,6128.945,37863.6119331064,78576.21794871795
43,3e-06,65,0.043%,5283.717,35311.41066082122,81287.95384615385
43,3.1e-06,62,0.043%,4870.66,33928.40474515349,78559.03225806452
43,3.2e-06,60,0.044%,4522.543,32874.963654338215,75375.71666666666
43,3.2999999999999997e-06,60,0.044%,4434.312,32580.320931052724,73905.2
43,3.3999999999999996e-06,60,0.045%,4305.165,32134.332034573872,71752.75
43,3.5e-06,58,0.045%,4039.358,31190.026870926893,69644.10344827586
43,3.6e-06,58,0.046%,3850.986,30550.530332479193,66396.31034482758
43,3.6999999999999997e-06,58,0.049%,3477.184,29268.4864860315,59951.44827586207
43,3.8e-06,56,0.048%,3378.093,28888.638987471673,60323.08928571428
43,3.9e-06,56,0.049%,3225.919,28258.36997845092,57605.69642857143
43,4e-06,53,0.047%,3145.741,27930.85965940369,59353.6037735849
43,4.1e-06,50,0.045%,3052.507,27558.905049520145,61050.14
43,4.2e-06,47,0.045%,2671.989,25851.03665792707,56850.82978723404
43,4.2999999999999995e-06,45,0.044%,2605.64,25519.220410361882,57903.11111111111
43,4.4e-06,45,0.045%,2531.961,25166.597089694656,56265.8
43,4.5e-06,45,0.045%,2488.32,24966.838910349674,55296.0
43,4.6e-06,44,0.045%,2404.144,24538.842334112458,54639.63636363636
43,4.7e-06,43,0.044%,2355.006,24294.94295087379,54767.58139534884
43,4.8e-06,42,0.044%,2307.535,24064.396704557304,54941.30952380953
43,4.9e-06,42,0.044%,2267.94,23850.708283818316,53998.57142857143
44,2e-06,76,0.055%,6250.0,45166.13912616167,82236.84210526316
44,2.1e-06,77,0.055%,6250.0,44890.07318877533,81168.83116883117
44,2.2e-06,80,0.056%,6250.0,43937.03997919142,78125.0
44,2.3e-06,79,0.055%,6250.0,43607.49072032598,79113.92405063291
44,2.4e-06,80,0.054%,6250.0,42039.41615658841,78125.0
44,2.4999999999999998e-06,81,0.054%,6250.0,41747.09941153289,77160.49382716049
44,2.5999999999999997e-06,75,0.048%,6250.0,39878.00520647236,83333.33333333333
44,2.7e-06,73,0.046%,6250.0,39611.61602717674,85616.43835616438
44,2.8e-06,74,0.046%,6250.0,39135.14461218637,84459.45945945945
44,2.8999999999999998e-06,81,0.050%,6233.819,38197.88845451537,76960.72839506173
44,3e-06,78,0.049%,6055.698,37698.96596589742,77637.15384615384
44,3.1e-06,62,0.043%,4890.874,34018.265030743125,78885.06451612903
44,3.2e-06,61,0.044%,4599.141,33174.936703382315,75395.75409836066
44,3.2999999999999997e-06,60,0.044%,4492.17,32790.998145904196,74869.5
44,3.3999999999999996e-06,60,0.044%,4394.836,32463.203303318827,73247.26666666666
44,3.5e-06,59,0.045%,4176.926,31762.488118322497,70795.35593220338
44,3.6e-06,58,0.046%,3859.744,30597.192164696742,66547.31034482758
44,3.6999999999999997e-06,58,0.046%,3826.472,30469.180236493212,65973.6551724138
44,3.8e-06,58,0.049%,3455.745,29194.186075981448,59581.81034482759
44,3.9e-06,56,0.048%,3379.223,28896.572659951085,60343.267857142855
44,4e-06,56,0.049%,3202.037,28183.720172867543,57179.232142857145
44,4.1e-06,50,0.045%,3062.99,27627.109471538482,61259.8
44,4.2e-06,47,0.045%,2705.385,26008.815781883903,57561.382978723406
44,4.2999999999999995e-06,47,0.045%,2672.253,25855.592000232213,56856.44680851064
44,4.4e-06,45,0.044%,2569.193,25372.4903465371,57093.177777777775
44,4.5e-06,45,0.045%,2534.379,25186.87576399034,56319.53333333333
44,4.6e-06,45,0.046%,2409.138,24581.535824337287,53536.4
44,4.7e-06,45,0.046%,2382.844,24448.703610600947,52952.08888888889
44,4.8e-06,43,0.044%,2357.18,24313.85897594587,54818.13953488372
44,4.9e-06,42,0.044%,2310.189,24087.80380994088,55004.5
45,2e-06,75,0.054%,6250.0,45352.954835713455,83333.33333333333
45,2.1e-06,76,0.055%,6250.0,44983.12233250085,82236.84210526316
45,2.2e-06,80,0.057%,6250.0,44191.160353812105,78125.0
45,2.3e-06,80,0.056%,6250.0,43689.795461853566,78125.0
45,2.4e-06,83,0.057%,6250.0,42908.43682848296,75301.2048192771
45,2.4999999999999998e-06,81,0.054%,6250.0,41858.93872521114,77160.49382716049
45,2.5999999999999997e-06,80,0.052%,6250.0,40272.953972846364,78125.0
45,2.7e-06,74,0.047%,6250.0,39763.83463334563,84459.45945945945
45,2.8e-06,74,0.046%,6250.0,39252.87645078631,84459.45945945945
45,2.8999999999999998e-06,81,0.050%,6250.0,38346.85187684832,77160.49382716049
45,3e-06,81,0.050%,6225.748,38180.95290661662,76861.08641975309
45,3.1e-06,77,0.048%,5999.717,37543.283189827795,77918.4025974026
45,3.2e-06,62,0.043%,4883.788,33994.75160618948,78770.7741935484
45,3.2999999999999997e-06,61,0.044%,4596.128,33168.51532449538,75346.3606557377
45,3.3999999999999996e-06,60,0.044%,4481.619,32754.626381336606,74693.65
45,3.5e-06,60,0.045%,4344.988,32276.66639428898,72416.46666666666
45,3.6e-06,59,0.045%,4156.91,31698.98655604444,70456.10169491525
45,3.6999999999999997e-06,58,0.046%,3860.184,30607.959275910463,66554.89655172414
45,3.8e-06,58,0.049%,3493.793,29362.81274424937,60237.81034482759
45,3.9e-06,56,0.048%,3407.506,29028.9564928482,60848.32142857143
45,4e-06,56,0.049%,3240.089,28353.188771045538,57858.732142857145
45,4.1e-06,53,0.047%,3160.203,28026.419411483,59626.47169811321
45,4.2e-06,50,0.045%,3064.597,27638.861832611834,61291.94
45,4.2999999999999995e-06,47,0.045%,2677.547,25895.038684719537,56969.085106382976
45,4.4e-06,46,0.045%,2613.079,25579.04989379093,56806.065217391304
45,4.5e-06,46,0.046%,2551.405,25297.001725197802,55465.32608695652
45,4.6e-06,45,0.045%,2497.059,25040.20176089529,55490.2
45,4.7e-06,45,0.046%,2410.488,24593.55391631722,53566.4
45,4.8e-06,45,0.046%,2384.679,24465.523078659295,52992.86666666667
45,4.9e-06,42,0.044%,2318.484,24149.36566464596,55202.0
46,2e-06,75,0.056%,6250.0,46275.044053841935,83333.33333333333
46,2.1e-06,76,0.055%,6250.0,45120.489755844006,82236.84210526316
46,2.2e-06,77,0.055%,6250.0,44864.2944820507,81168.83116883117
46,2.3e-06,80,0.056%,6250.0,43990.540274219435,78125.0
46,2.4e-06,80,0.056%,6250.0,43630.9311887858,78125.0
46,2.4999999999999998e-06,80,0.054%,6250.0,42049.881251135346,78125.0
46,2.5999999999999997e-06,81,0.054%,6250.0,41739.01429143849,77160.49382716049
46,2.7e-06,76,0.049%,6250.0,39900.40858018387,82236.84210526316
46,2.8e-06,74,0.047%,6250.0,39658.36696362852,84459.45945945945
46,2.8999999999999998e-06,74,0.046%,6250.0,39221.83871979919,84459.45945945945
46,3e-06,81,0.050%,6240.066,38226.09515991693,77037.85185185185
46,3.1e-06,79,0.049%,6066.888,37751.236722731424,76796.0506329114
46,3.2e-06,64,0.044%,4902.277,34069.85245571239,76598.078125
46,3.2999999999999997e-06,61,0.044%,4611.329,33237.43864378437,75595.55737704918
46,3.3999999999999996e-06,61,0.044%,4540.2,33002.355130404445,74429.5081967213
46,3.5e-06,60,0.044%,4414.345,32559.44917316969,73572.41666666667
46,3.6e-06,59,0.045%,4182.625,31796.87856350063,70891.94915254238
46,3.6999999999999997e-06,58,0.046%,3871.483,30658.89796952707,66749.70689655172
46,3.8e-06,58,0.046%,3839.069,30535.689287645953,66190.8448275862
46,3.9e-06,58,0.049%,3464.199,29252.260924635844,59727.56896551724
46,4e-06,56,0.048%,3386.509,28947.490340889664,60473.375
46,4.1e-06,56,0.049%,3213.429,28259.862808899834,57382.66071428572
46,4.2e-06,53,0.047%,3119.178,27883.16378524306,58852.41509433962
46,4.2999999999999995e-06,47,0.045%,2785.923,26460.275247656406,59274.95744680851
46,4.4e-06,47,0.045%,2680.527,25919.597358267984,57032.48936170213
46,4.5e-06,46,0.045%,2576.206,25429.44288703755,56004.47826086957
46,4.6e-06,46,0.046%,2543.856,25264.236766312442,55301.217391304344
46,4.7e-06,45,0.045%,2500.018,25064.34472248957,55555.955555555556
46,4.8e-06,45,0.046%,2392.55,24532.68392719815,53167.77777777778
46,4.9e-06,44,0.045%,2364.019,24372.58621578432,53727.704545454544
47,2e-06,75,0.056%,6250.0,46393.20654997847,83333.33333333333
47,2.1e-06,76,0.055%,6250.0,45205.66770579429,82236.84210526316
47,2.2e-06,76,0.055%,6250.0,44993.484943380194,82236.84210526316
47,2.3e-06,80,0.056%,6250.0,44129.38028228682,78125.0
47,2.4e-06,80,0.056%,6250.0,43714.5475019759,78125.0
47,2.4999999999999998e-06,82,0.057%,6250.0,43382.5928213956,76219.51219512195
47,2.5999999999999997e-06,81,0.054%,6250.0,41876.60806174957,77160.49382716049
47,2.7e-06,80,0.052%,6250.0,40320.75970762611,78125.0
47,2.8e-06,75,0.048%,6250.0,39737.79413915222,83333.33333333333
47,2.8999999999999998e-06,74,0.047%,6250.0,39405.077895957984,84459.45945945945
47,3e-06,79,0.049%,6250.0,38623.63890296506,79113.92405063291
47,3.1e-06,81,0.050%,6231.066,38205.6004856125,76926.74074074074
47,3.2e-06,79,0.049%,6054.684,37720.83258053865,76641.56962025317
47,3.2999999999999997e-06,64,0.045%,4895.705,34049.73536141771,76495.390625
47,3.3999999999999996e-06,61,0.044%,4605.29,33221.68759873902,75496.55737704918
47,3.5e-06,60,0.044%,4508.687,32887.079127035075,75144.78333333334
47,3.6e-06,60,0.044%,4408.246,32542.066837439008,73470.76666666666
47,3.6999999999999997e-06,59,0.045%,4165.24,31749.918057154184,70597.28813559322
47,3.8e-06,58,0.046%,3865.731,30641.980690879693,66650.53448275862
47,3.9e-06,58,0.049%,3517.267,29483.281222495116,60642.53448275862
47,4e-06,56,0.048%,3417.987,29093.707972285116,61035.482142857145
47,4.1e-06,56,0.049%,3287.531,28575.54738498179,58705.91071428572
47,4.2e-06,53,0.047%,3166.919,28075.52304964539,59753.188679245286
47,4.2999999999999995e-06,50,0.045%,3074.466,27711.872656475338,61489.32
47,4.4e-06,47,0.045%,2714.826,26122.432091756713,57762.255319148935
47,4.5e-06,46,0.045%,2622.344,25651.91532652502,57007.47826086957
47,4.6e-06,46,0.045%,2579.752,25459.16766177501,56081.565217391304
47,4.7e-06,46,0.046%,2503.825,25095.467666279117,54430.97826086957
47,4.8e-06,45,0.046%,2419.099,24666.309789646486,53757.75555555556
47,4.9e-06,45,0.046%,2394.133,24546.902074169768,53202.955555555556
48,2e-06,75,0.056%,6250.0,46561.52453606097,83333.33333333333
48,2.1e-06,75,0.055%,6250.0,46188.181737562445,83333.33333333333
48,2.2e-06,76,0.055%,6250.0,45086.96373565333,82236.84210526316
48,2.3e-06,77,0.055%,6250.0,44871.05852621906,81168.83116883117
48,2.4e-06,80,0.056%,6250.0,44006.027065466886,78125.0
48,2.4999999999999998e-06,80,0.056%,6250.0,43605.36101750493,78125.0
48,2.5999999999999997e-06,81,0.055%,6250.0,42070.26070099151,77160.49382716049
48,2.7e-06,81,0.054%,6250.0,41692.23790591562,77160.49382716049
48,2.8e-06,76,0.049%,6250.0,39942.48282473239,82236.84210526316
48,2.8999999999999998e-06,74,0.047%,6250.0,39682.791636772294,84459.45945945945
48,3e-06,75,0.047%,6250.0,39223.56175043773,83333.33333333333
48,3.1e-06,81,0.050%,6250.0,38281.087305378955,77160.49382716049
48,3.2e-06,79,0.049%,6072.844,37775.369801321205,76871.44303797468
48,3.2999999999999997e-06,66,0.044%,5221.226,35190.10325398323,79109.48484848485
48,3.3999999999999996e-06,63,0.045%,4623.926,33303.990204552,73395.6507936508
48,3.5e-06,61,0.044%,4551.252,33060.82244321277,74610.68852459016
48,3.6e-06,60,0.044%,4433.51,32649.031982502776,73891.83333333333
48,3.6999999999999997e-06,59,0.045%,4198.263,31885.94539171382,71157.0
48,3.8e-06,59,0.046%,3990.282,31196.256713757437,67631.89830508475
48,3.9e-06,58,0.049%,3530.684,29549.92383790027,60873.862068965514
48,4e-06,58,0.049%,3469.648,29289.369497134077,59821.51724137931
48,4.1e-06,56,0.048%,3398.509,29021.288768957507,60687.66071428572
48,4.2e-06,56,0.049%,3220.946,28313.51969057665,57516.892857142855
48,4.2999999999999995e-06,53,0.047%,3126.689,27938.069070276546,58994.1320754717
48,4.4e-06,47,0.045%,2801.557,26564.610949915612,59607.59574468085
48,4.5e-06,47,0.045%,2689.735,25993.554123138478,57228.40425531915
48,4.6e-06,46,0.045%,2585.35,25502.33287629344,56203.260869565216
48,4.7e-06,46,0.046%,2551.477,25327.096217031794,55466.891304347824
48,4.8e-06,46,0.046%,2505.624,25110.478633849114,54470.086956521736
48,4.9e-06,46,0.047%,2398.945,24586.65997068801,52150.97826086957
49,2e-06,74,0.055%,6250.0,46630.30746159528,84459.45945945945
49,2.1e-06,75,0.056%,6250.0,46341.26448627928,83333.33333333333
49,2.2e-06,76,0.055%,6250.0,45157.00186408104,82236.84210526316
49,2.3e-06,77,0.055%,6250.0,44950.44662763769,81168.83116883117
49,2.4e-06,80,0.057%,6250.0,44146.52407928009,78125.0
49,2.4999999999999998e-06,80,0.056%,6250.0,43823.053029400005,78125.0
49,2.5999999999999997e-06,81,0.056%,6250.0,43345.285073270876,77160.49382716049
49,2.7e-06,82,0.055%,6250.0,41889.51890725325,76219.51219512195
49,2.8e-06,82,0.055%,6250.0,41585.15975354971,76219.51219512195
49,2.8999999999999998e-06,75,0.048%,6250.0,39776.99425938419,83333.33333333333
49,3e-06,74,0.047%,6250.0,39432.674229327815,84459.45945945945
49,3.1e-06,76,0.048%,6250.0,39121.67152818638,82236.84210526316
49,3.2e-06,81,0.050%,6242.352,38259.31759817111,77066.07407407407
49,3.2999999999999997e-06,79,0.049%,6060.137,37747.04446077759,76710.59493670886
49,3.3999999999999996e-06,63,0.045%,4653.824,33414.400183807695,73870.22222222222
49,3.5e-06,63,0.046%,4592.485,33212.932293851336,72896.58730158731
49,3.6e-06,60,0.044%,4514.586,32919.5420737932,75243.1
49,3.6999999999999997e-06,60,0.044%,4417.895,32599.819951445923,73631.58333333333
49,3.8e-06,59,0.045%,4176.636,31819.079398455,70790.44067796611
49,3.9e-06,58,0.046%,3873.849,30694.406807863274,66790.5
49,4e-06,58,0.049%,3523.504,29524.67299586898,60750.06896551724
49,4.1e-06,56,0.048%,3407.217,29073.30580063826,60843.16071428572
49,4.2e-06,56,0.049%,3273.124,28549.58263190489,58448.642857142855
49,4.2999999999999995e-06,53,0.047%,3178.189,28150.727641520298,59965.83018867925
49,4.4e-06,50,0.045%,3082.529,27771.03191048487,61650.58
49,4.5e-06,47,0.045%,2766.892,26421.053636736913,58870.04255319149
49,4.6e-06,46,0.045%,2632.348,25733.16128023149,57224.95652173913
49,4.7e-06,46,0.045%,2586.745,25516.848501588178,56233.586956521736
49,4.8e-06,46,0.046%,2511.358,25158.361884153794,54594.739130434784
49,4.9e-06,46,0.047%,2427.32,24736.262840371757,52767.82608695652
50,2e-06,74,0.055%,6250.0,46774.785023088036,84459.45945945945
50,2.1e-06,76,0.057%,6250.0,46505.398346640075,82236.84210526316
50,2.2e-06,75,0.055%,6250.0,46130.56795955272,83333.33333333333
50,2.3e-06,76,0.055%,6250.0,45034.98317493029,82236.84210526316
50,2.4e-06,78,0.056%,6250.0,44839.51042428939,80128.20512820513
50,2.4999999999999998e-06,80,0.056%,6250.0,43918.51534337252,78125.0
50,2.5999999999999997e-06,80,0.056%,6250.0,43653.78705333445,78125.0
50,2.7e-06,81,0.054%,6250.0,41977.580613745806,77160.49382716049
50,2.8e-06,82,0.055%,6250.0,41744.3110852853,76219.51219512195
50,2.8999999999999998e-06,76,0.049%,6250.0,39959.848344383565,82236.84210526316
50,3e-06,76,0.048%,6250.0,39622.91662704375,82236.84210526316
50,3.1e-06,75,0.047%,6250.0,39195.76560305037,83333.33333333333
50,3.2e-06,82,0.050%,6250.0,38301.26240960902,76219.51219512195
50,3.2999999999999997e-06,81,0.050%,6171.407,38104.748732703956,76190.20987654322
50,3.3999999999999996e-06,77,0.049%,5934.267,37438.516910925064,77068.4025974026
50,3.5e-06,63,0.045%,4624.895,33320.32910425717,73411.03174603175
50,3.6e-06,62,0.045%,4560.21,33113.145894449444,73551.7741935484
50,3.6999999999999997e-06,60,0.044%,4434.713,32668.717034505113,73911.88333333333
50,3.8e-06,59,0.045%,4186.765,31875.3616347413,70962.1186440678
50,3.9e-06,59,0.046%,4004.376,31285.165161411293,67870.77966101695
50,4e-06,58,0.049%,3539.32,29608.3253860697,61022.75862068965
50,4.1e-06,58,0.049%,3485.226,29377.473953943154,60090.10344827586
50,4.2e-06,56,0.048%,3403.869,29058.127027488474,60783.375
50,4.2999999999999995e-06,56,0.049%,3226.739,28355.469436535554,57620.33928571428
50,4.4e-06,50,0.045%,3088.162,27811.75813685405,61763.24
50,4.5e-06,47,0.045%,2807.574,26612.075829383888,59735.617021276594
50,4.6e-06,47,0.045%,2697.504,26055.791669886406,57393.70212765958
50,4.7e-06,46,0.045%,2594.933,25580.71194093118,56411.586956521736
50,4.8e-06,46,0.046%,2523.004,25242.66133066533,54847.913043478264
50,4.9e-06,46,0.046%,2480.718,25026.663841893405,53928.65217391304
51,2e-06,74,0.056%,6250.0,47015.45868281491,84459.45945945945
51,2.1e-06,75,0.056%,6250.0,46591.72232824427,83333.33333333333
51,2.2e-06,75,0.056%,6250.0,46287.381689452406,83333.33333333333
51,2.3e-06,76,0.055%,6250.0,45165.81273170062,82236.84210526316
51,2.4e-06,77,0.055%,6250.0,44908.781283457036,81168.83116883117
51,2.4999999999999998e-06,80,0.056%,6250.0,44073.36628845842,78125.0
51,2.5999999999999997e-06,80,0.056%,6250.0,43799.09878974331,78125.0
51,2.7e-06,81,0.056%,6250.0,43412.42498332963,77160.49382716049
51,2.8e-06,82,0.055%,6250.0,41847.44764047351,76219.51219512195
51,2.8999999999999998e-06,83,0.055%,6250.0,41567.735456280716,75301.2048192771
51,3e-06,75,0.048%,6250.0,39797.00344482862,83333.33333333333
51,3.1e-06,75,0.047%,6250.0,39468.78177236932,83333.33333333333
51,3.2e-06,80,0.050%,6250.0,39056.88557269893,78125.0
51,3.2999999999999997e-06,82,0.050%,6212.995,38213.1215095825,75768.23170731707
51,3.3999999999999996e-06,78,0.049%,5990.541,37619.33798456428,76801.80769230769
51,3.5e-06,63,0.045%,4640.524,33387.22651106906,73659.11111111111
51,3.6e-06,63,0.046%,4568.376,33150.0555116139,72513.90476190476
51,3.6999999999999997e-06,62,0.045%,4498.733,32934.105916631284,72560.20967741935
51,3.8e-06,59,0.045%,4265.475,32178.66411177163,72296.18644067796
51,3.9e-06,59,0.045%,4185.356,31872.642120092903,70938.2372881356
51,4e-06,59,0.046%,3998.524,31268.515839439464,67771.59322033898
51,4.1e-06,58,0.049%,3532.28,29583.58458961474,60901.379310344826
51,4.2e-06,56,0.048%,3414.855,29126.79864552503,60979.55357142857
51,4.2999999999999995e-06,56,0.049%,3278.689,28588.647163970876,58548.017857142855
51,4.4e-06,53,0.047%,3182.97,28185.585633451108,60056.03773584906
51,4.5e-06,50,0.045%,3088.836,27817.577607867504,61776.72
51,4.6e-06,47,0.045%,2774.514,26481.69817983984,59032.21276595745
51,4.7e-06,46,0.045%,2602.484,25634.175170403058,56575.739130434784
51,4.8e-06,46,0.046%,2576.435,25500.673040758556,56009.45652173913
51,4.9e-06,46,0.046%,2521.639,25244.158574431876,54818.239130434784
52,2e-06,74,0.056%,6250.0,47123.93217169699,84459.45945945945
52,2.1e-06,74,0.055%,6250.0,46653.976784981154,84459.45945945945
52,2.2e-06,75,0.056%,6250.0,46384.94307639785,83333.33333333333
52,2.3e-06,77,0.056%,6250.0,45624.10120520626,81168.83116883117
52,2.4e-06,76,0.055%,6250.0,45040.82500378343,82236.84210526316
52,2.4999999999999998e-06,78,0.056%,6250.0,44716.9595329403,80128.20512820513
52,2.5999999999999997e-06,80,0.056%,6250.0,43866.729366845175,78125.0
52,2.7e-06,80,0.056%,6250.0,43619.66444264537,78125.0
52,2.8e-06,83,0.056%,6250.0,41953.347877160595,75301.2048192771
52,2.8999999999999998e-06,82,0.055%,6250.0,41749.33034074134,76219.51219512195
52,3e-06,76,0.048%,6250.0,39883.60369098822,82236.84210526316
52,3.1e-06,76,0.048%,6250.0,39542.69662210468,82236.84210526316
52,3.2e-06,76,0.048%,6250.0,39234.641991738754,82236.84210526316
52,3.2999999999999997e-06,82,0.050%,6250.0,38318.404482946775,76219.51219512195
52,3.3999999999999996e-06,82,0.051%,6170.89,38115.912488109796,75254.75609756098
52,3.5e-06,78,0.049%,5944.859,37492.09462484943,76216.14102564103
52,3.6e-06,63,0.045%,4629.087,33353.17385978817,73477.57142857143
52,3.6999999999999997e-06,63,0.046%,4557.737,33115.146803455566,72345.03174603175
52,3.8e-06,61,0.045%,4441.615,32718.356132092842,72813.3606557377
52,3.9e-06,60,0.046%,4213.228,31993.773208088754,70220.46666666666
52,4e-06,59,0.046%,4007.744,31313.924960542558,67927.86440677966
52,4.1e-06,58,0.048%,3553.589,29705.576500288396,61268.775862068964
52,4.2e-06,56,0.048%,3454.471,29314.92701968771,61686.982142857145
52,4.2999999999999995e-06,56,0.049%,3313.695,28743.255902711517,59173.125
52,4.4e-06,56,0.049%,3232.935,28399.685515254267,57730.982142857145
52,4.5e-06,50,0.045%,3095.522,27859.976599765996,61910.44
52,4.6e-06,47,0.045%,2788.521,26560.884308383975,59330.234042553195
52,4.7e-06,47,0.046%,2662.78,25921.188404104123,56654.89361702128
52,4.8e-06,46,0.045%,2601.329,25633.40296801403,56550.63043478261
52,4.9e-06,46,0.046%,2530.552,25305.773057730577,55012.0
53,2e-06,74,0.056%,6250.0,47238.26223659945,84459.45945945945
53,2.1e-06,74,0.055%,6250.0,46796.49887314031,84459.45945945945
53,2.2e-06,76,0.057%,6250.0,46522.014217127544,82236.84210526316
53,2.3e-06,75,0.055%,6250.0,46205.9380175065,83333.33333333333
53,2.4e-06,76,0.055%,6250.0,45076.23292512297,82236.84210526316
53,2.4999999999999998e-06,77,0.055%,6250.0,44874.924610126654,81168.83116883117
53,2.5999999999999997e-06,80,0.056%,6250.0,43968.567750286675,78125.0
53,2.7e-06,80,0.056%,6250.0,43758.926821071494,78125.0
53,2.8e-06,83,0.057%,6250.0,42817.603858379916,75301.2048192771
53,2.8999999999999998e-06,83,0.056%,6250.0,41865.107275150884,75301.2048192771
53,3e-06,83,0.055%,6250.0,41577.41381833664,75301.2048192771
53,3.1e-06,76,0.048%,6250.0,39679.012659192194,82236.84210526316
53,3.2e-06,75,0.047%,6250.0,39455.07802636231,83333.33333333333
53,3.2999999999999997e-06,81,0.051%,6250.0,39060.7910903898,77160.49382716049
53,3.3999999999999996e-06,82,0.051%,6183.075,38160.7695013794,75403.35365853658
53,3.5e-06,79,0.050%,5995.042,37642.16646574241,75886.60759493671
53,3.6e-06,64,0.046%,4651.317,33451.16075024452,72676.828125
53,3.6999999999999997e-06,63,0.046%,4577.009,33201.13595972639,72650.93650793651
53,3.8e-06,63,0.046%,4502.142,32953.996149876664,71462.57142857143
53,3.9e-06,60,0.045%,4274.792,32236.305501930503,71246.53333333334
53,4e-06,60,0.047%,4018.431,31373.893287112944,66973.85
53,4.1e-06,59,0.049%,3668.647,30259.6276775625,62180.457627118645
53,4.2e-06,58,0.049%,3546.312,29679.231387252275,61143.31034482759
53,4.2999999999999995e-06,56,0.048%,3425.311,29199.04696144371,61166.267857142855
53,4.4e-06,56,0.049%,3240.786,28454.15514289477,57871.17857142857
53,4.5e-06,53,0.047%,3150.815,28099.661107642914,59449.339622641506
53,4.6e-06,47,0.045%,2818.229,26695.105663487135,59962.31914893617
53,4.7e-06,47,0.045%,2779.441,26520.624409606593,59137.04255319149
53,4.8e-06,46,0.045%,2606.118,25672.75127323594,56654.739130434784
53,4.9e-06,46,0.046%,2582.751,25552.8172149394,56146.760869565216
54,2e-06,73,0.055%,6250.0,47369.29863121674,85616.43835616438
54,2.1e-06,74,0.056%,6250.0,47107.238686725555,84459.45945945945
54,2.2e-06,74,0.055%,6250.0,46651.887348754586,84459.45945945945
54,2.3e-06,75,0.056%,6250.0,46364.64121186044,83333.33333333333
54,2.4e-06,76,0.055%,6250.0,45186.05811288562,82236.84210526316
54,2.4999999999999998e-06,77,0.055%,6250.0,44940.42697000856,81168.83116883117
54,2.5999999999999997e-06,78,0.056%,6250.0,44487.78543363135,80128.20512820513
54,2.7e-06,80,0.056%,6250.0,43834.11767181221,78125.0
54,2.8e-06,80,0.056%,6250.0,43565.847164037616,78125.0
54,2.8999999999999998e-06,83,0.056%,6250.0,41932.800171756746,75301.2048192771
54,3e-06,83,0.055%,6250.0,41735.948340912575,75301.2048192771
54,3.1e-06,76,0.048%,6250.0,39837.59011262884,82236.84210526316
54,3.2e-06,76,0.048%,6250.0,39541.195599223094,82236.84210526316
54,3.2999999999999997e-06,76,0.048%,6250.0,39247.4536252088,82236.84210526316
54,3.3999999999999996e-06,83,0.051%,6231.947,38297.415885696726,75083.69879518072
54,3.5e-06,82,0.051%,6136.91,38063.78584232169,74840.36585365854
54,3.6e-06,77,0.050%,5693.458,36981.07251422484,73941.01298701299
54,3.6999999999999997e-06,64,0.046%,4617.182,33349.57529180631,72143.46875
54,3.8e-06,63,0.046%,4543.198,33106.20778104073,72114.25396825396
