c, lambda, clicks, CTR, spend, avgCPM, avgCPC
70,4.90E-06,60,0.05%,3384.5,29.29364619,56.40833333
72,1.00E-06,62,0.06%,6250,57.40686311,100.8064516
72,1.10E-06,63,0.06%,6250,56.19796069,99.20634921
72,1.20E-06,64,0.06%,6250,54.88329616,97.65625
72,1.30E-06,63,0.05%,6250,53.93929456,99.20634921
72,1.40E-06,65,0.06%,6250,53.11825398,96.15384615
72,1.50E-06,67,0.06%,6250,52.44124483,93.28358209
72,1.60E-06,68,0.06%,6250,51.8452771,91.91176471
72,1.70E-06,69,0.06%,6250,51.30857387,90.57971014
72,1.80E-06,70,0.06%,6250,50.61220523,89.28571429
72,1.90E-06,70,0.06%,6250,50.1259163,89.28571429
72,2.00E-06,75,0.06%,6250,49.42430569,83.33333333
72,2.10E-06,75,0.06%,6250,49.02499098,83.33333333
72,2.20E-06,74,0.06%,6250,48.61391992,84.45945946
72,2.30E-06,75,0.06%,6250,48.20224892,83.33333333
72,2.40E-06,74,0.06%,6250,47.66880477,84.45945946
72,2.50E-06,74,0.06%,6250,47.33091504,84.45945946
72,2.60E-06,74,0.06%,6250,46.90959583,84.45945946
72,2.70E-06,75,0.06%,6250,46.65293204,83.33333333
72,2.80E-06,75,0.06%,6250,46.44492004,83.33333333
72,2.90E-06,76,0.06%,6250,46.05442528,82.23684211
72,3.00E-06,77,0.06%,6250,45.42217183,81.16883117
72,3.10E-06,78,0.06%,6250,44.82793246,80.12820513
72,3.20E-06,80,0.06%,6250,44.6141766,78.125
72,3.30E-06,80,0.06%,6250,43.76137796,78.125
72,3.40E-06,81,0.06%,6250,43.5615961,77.16049383
72,3.50E-06,83,0.06%,6250,42.68688317,75.30120482
72,3.60E-06,84,0.06%,6250,41.65306,74.4047619
72,3.70E-06,85,0.06%,6250,41.41541316,73.52941176
72,3.80E-06,78,0.05%,6250,39.61287133,80.12820513
72,3.90E-06,78,0.05%,6250,39.41128992,80.12820513
72,4.00E-06,84,0.05%,6250,39.1795489,74.4047619
72,4.10E-06,83,0.05%,5895.951,37.74568187,71.03555422
72,4.20E-06,83,0.05%,5832.05,37.57207373,70.26566265
72,4.30E-06,69,0.05%,4924.567,34.63224704,71.37053623
72,4.40E-06,66,0.05%,4432.804,32.97358575,67.16369697
72,4.50E-06,66,0.05%,4303.853,32.58766563,65.20989394
72,4.60E-06,66,0.05%,3847.382,31.20114509,58.29366667
72,4.70E-06,63,0.05%,3688.671,30.56825226,58.55033333
72,4.80E-06,63,0.05%,3657.223,30.44565154,58.05115873
72,4.90E-06,61,0.05%,3504.945,29.88935223,57.45811475
74,1.00E-06,62,0.06%,6250,57.79224382,100.8064516
74,1.10E-06,64,0.06%,6250,56.65080444,97.65625
74,1.20E-06,64,0.06%,6250,55.09957595,97.65625
74,1.30E-06,63,0.06%,6250,54.23228773,99.20634921
74,1.40E-06,65,0.06%,6250,53.48920802,96.15384615
74,1.50E-06,65,0.06%,6250,52.67860153,96.15384615
74,1.60E-06,67,0.06%,6250,52.16680021,93.28358209
74,1.70E-06,69,0.06%,6250,51.40183073,90.57971014
74,1.80E-06,69,0.06%,6250,51.03457286,90.57971014
74,1.90E-06,70,0.06%,6250,50.22500804,89.28571429
74,2.00E-06,72,0.06%,6250,49.84408769,86.80555556
74,2.10E-06,76,0.06%,6250,49.14642489,82.23684211
74,2.20E-06,75,0.06%,6250,48.79724549,83.33333333
74,2.30E-06,74,0.06%,6250,48.35066221,84.45945946
74,2.40E-06,76,0.06%,6250,47.84542483,82.23684211
74,2.50E-06,74,0.06%,6250,47.46571077,84.45945946
74,2.60E-06,75,0.06%,6250,47.07175996,83.33333333
74,2.70E-06,74,0.06%,6250,46.74295116,84.45945946
74,2.80E-06,74,0.06%,6250,46.54141441,84.45945946
74,2.90E-06,76,0.06%,6250,46.16600557,82.23684211
74,3.00E-06,76,0.06%,6250,45.94169448,82.23684211
74,3.10E-06,77,0.06%,6250,44.93073478,81.16883117
74,3.20E-06,79,0.06%,6250,44.73680443,79.11392405
74,3.30E-06,81,0.06%,6250,44.22305401,77.16049383
74,3.40E-06,81,0.06%,6250,43.65287236,77.16049383
74,3.50E-06,81,0.06%,6250,43.42328322,77.16049383
74,3.60E-06,82,0.06%,6250,41.80602007,76.2195122
74,3.70E-06,85,0.06%,6250,41.60176791,73.52941176
74,3.80E-06,78,0.05%,6250,39.73223651,80.12820513
74,3.90E-06,79,0.05%,6250,39.49172569,79.11392405
74,4.00E-06,83,0.05%,6250,39.2644666,75.30120482
74,4.10E-06,83,0.05%,5945.75,37.91738942,71.63554217
74,4.20E-06,83,0.05%,5851.32,37.65255497,70.49783133
74,4.30E-06,83,0.05%,5780.923,37.48880055,69.6496747
74,4.40E-06,66,0.05%,4447.525,33.04547954,67.38674242
74,4.50E-06,66,0.05%,4330.738,32.6892559,65.61724242
74,4.60E-06,66,0.05%,4188.784,32.23282084,63.46642424
74,4.70E-06,66,0.05%,3826.5,31.1363359,57.97727273
74,4.80E-06,63,0.05%,3667.671,30.50368023,58.217
74,4.90E-06,63,0.05%,3620.048,30.33390313,57.46107937
76,1.00E-06,62,0.06%,6250,58.08550186,100.8064516
76,1.10E-06,63,0.06%,6250,56.84402001,99.20634921
76,1.20E-06,64,0.06%,6250,55.45942588,97.65625
76,1.30E-06,63,0.06%,6250,54.62856943,99.20634921
76,1.40E-06,64,0.06%,6250,53.63701898,97.65625
76,1.50E-06,65,0.06%,6250,52.87558586,96.15384615
76,1.60E-06,67,0.06%,6250,52.29250335,93.28358209
76,1.70E-06,68,0.06%,6250,51.60299545,91.91176471
76,1.80E-06,69,0.06%,6250,51.2013894,90.57971014
76,1.90E-06,70,0.06%,6250,50.36666935,89.28571429
76,2.00E-06,72,0.06%,6250,50.00200008,86.80555556
76,2.10E-06,75,0.06%,6250,49.2797275,83.33333333
76,2.20E-06,75,0.06%,6250,49.01422589,83.33333333
76,2.30E-06,75,0.06%,6250,48.45487107,83.33333333
76,2.40E-06,76,0.06%,6250,48.04661675,82.23684211
76,2.50E-06,75,0.06%,6250,47.6684412,83.33333333
76,2.60E-06,75,0.06%,6250,47.35565995,83.33333333
76,2.70E-06,75,0.06%,6250,46.93143505,83.33333333
76,2.80E-06,75,0.06%,6250,46.63239497,83.33333333
76,2.90E-06,75,0.06%,6250,46.32821129,83.33333333
76,3.00E-06,76,0.06%,6250,46.04729979,82.23684211
76,3.10E-06,78,0.06%,6250,45.37929833,80.12820513
76,3.20E-06,78,0.06%,6250,44.79419754,80.12820513
76,3.30E-06,80,0.06%,6250,44.59125869,78.125
76,3.40E-06,79,0.06%,6250,43.72616924,79.11392405
76,3.50E-06,81,0.06%,6250,43.58134021,77.16049383
76,3.60E-06,82,0.06%,6250,42.62225768,76.2195122
76,3.70E-06,85,0.06%,6250,41.6375204,73.52941176
76,3.80E-06,85,0.06%,6250,41.43930302,73.52941176
76,3.90E-06,78,0.05%,6250,39.62266543,80.12820513
76,4.00E-06,78,0.05%,6250,39.42919148,80.12820513
76,4.10E-06,84,0.05%,6250,39.24227869,74.4047619
76,4.20E-06,83,0.05%,5903.144,37.78253968,71.12221687
76,4.30E-06,83,0.05%,5848.732,37.65528608,70.4666506
76,4.40E-06,71,0.05%,5027.588,35.05402164,70.81109859
76,4.50E-06,66,0.05%,4443.624,33.03343022,67.32763636
76,4.60E-06,66,0.05%,4313.26,32.64554509,65.35242424
76,4.70E-06,66,0.05%,3855.314,31.25533243,58.41384848
76,4.80E-06,63,0.05%,3696.928,30.62601895,58.68139683
76,4.90E-06,63,0.05%,3626.675,30.38026907,57.56626984
78,1.00E-06,59,0.06%,6250,58.7731919,105.9322034
78,1.10E-06,62,0.06%,6250,57.26484763,100.8064516
78,1.20E-06,63,0.06%,6250,56.18684599,99.20634921
78,1.30E-06,63,0.06%,6250,54.82215692,99.20634921
78,1.40E-06,63,0.05%,6250,53.96677374,99.20634921
78,1.50E-06,65,0.06%,6250,53.29399526,96.15384615
78,1.60E-06,66,0.06%,6250,52.5333692,94.6969697
78,1.70E-06,68,0.06%,6250,51.8986606,91.91176471
78,1.80E-06,69,0.06%,6250,51.3351239,90.57971014
78,1.90E-06,70,0.06%,6250,50.63516754,89.28571429
78,2.00E-06,70,0.06%,6250,50.14481824,89.28571429
78,2.10E-06,75,0.06%,6250,49.47164285,83.33333333
78,2.20E-06,75,0.06%,6250,49.09353693,83.33333333
78,2.30E-06,75,0.06%,6250,48.67297988,83.33333333
78,2.40E-06,75,0.06%,6250,48.29424719,83.33333333
78,2.50E-06,76,0.06%,6250,47.84286108,82.23684211
78,2.60E-06,75,0.06%,6250,47.47977362,83.33333333
78,2.70E-06,75,0.06%,6250,47.09304078,83.33333333
78,2.80E-06,75,0.06%,6250,46.76498537,83.33333333
78,2.90E-06,74,0.06%,6250,46.5230531,84.45945946
78,3.00E-06,76,0.06%,6250,46.1193347,82.23684211
78,3.10E-06,77,0.06%,6250,45.90322865,81.16883117
78,3.20E-06,78,0.06%,6250,44.8681594,80.12820513
78,3.30E-06,80,0.06%,6250,44.661998,78.125
78,3.40E-06,81,0.06%,6250,44.1443414,77.16049383
78,3.50E-06,81,0.06%,6250,43.60383993,77.16049383
78,3.60E-06,81,0.06%,6250,43.43927884,77.16049383
78,3.70E-06,83,0.06%,6250,41.70976676,75.30120482
78,3.80E-06,85,0.06%,6250,41.59706092,73.52941176
78,3.90E-06,78,0.05%,6250,39.71405878,80.12820513
78,4.00E-06,79,0.05%,6250,39.51119905,79.11392405
78,4.10E-06,83,0.05%,6250,39.27260846,75.30120482
78,4.20E-06,83,0.05%,6023.216,38.16461583,72.56886747
78,4.30E-06,83,0.05%,5853.743,37.67590477,70.5270241
78,4.40E-06,83,0.05%,5789.036,37.53143376,69.74742169
78,4.50E-06,66,0.05%,4462.57,33.13461538,67.61469697
78,4.60E-06,66,0.05%,4317.926,32.67467783,65.42312121
78,4.70E-06,66,0.05%,3879.717,31.37355857,58.78359091
78,4.80E-06,64,0.05%,3784.106,31.03608746,59.12665625
78,4.90E-06,63,0.05%,3671.186,30.54307512,58.27279365
80,1.00E-06,60,0.06%,6250,59.08936202,104.1666667
80,1.10E-06,62,0.06%,6250,57.60315573,100.8064516
80,1.20E-06,63,0.06%,6250,56.54726899,99.20634921
80,1.30E-06,64,0.06%,6250,55.01857427,97.65625
80,1.40E-06,63,0.06%,6250,54.23228773,99.20634921
80,1.50E-06,65,0.06%,6250,53.49744924,96.15384615
80,1.60E-06,65,0.06%,6250,52.70747772,96.15384615
80,1.70E-06,67,0.06%,6250,52.1885803,93.28358209
80,1.80E-06,69,0.06%,6250,51.48058152,90.57971014
80,1.90E-06,69,0.06%,6250,51.042075,90.57971014
80,2.00E-06,70,0.06%,6250,50.25489282,89.28571429
80,2.10E-06,72,0.06%,6250,49.85641353,86.80555556
80,2.20E-06,76,0.06%,6250,49.22228785,82.23684211
80,2.30E-06,75,0.06%,6250,48.835374,83.33333333
80,2.40E-06,75,0.06%,6250,48.37948091,83.33333333
80,2.50E-06,76,0.06%,6250,47.98243459,82.23684211
80,2.60E-06,75,0.06%,6250,47.55817316,83.33333333
80,2.70E-06,76,0.06%,6250,47.12570877,82.23684211
80,2.80E-06,75,0.06%,6250,46.80701281,83.33333333
80,2.90E-06,75,0.06%,6250,46.65432504,83.33333333
80,3.00E-06,75,0.06%,6250,46.35845096,83.33333333
80,3.10E-06,76,0.06%,6250,45.99172885,82.23684211
80,3.20E-06,78,0.06%,6250,45.34736078,80.12820513
80,3.30E-06,78,0.06%,6250,44.78809855,80.12820513
80,3.40E-06,82,0.06%,6250,44.54771595,76.2195122
80,3.50E-06,80,0.06%,6250,43.69346066,78.125
80,3.60E-06,81,0.06%,6250,43.55431048,77.16049383
80,3.70E-06,82,0.06%,6250,42.65571041,76.2195122
80,3.80E-06,85,0.06%,6250,41.64667626,73.52941176
80,3.90E-06,86,0.06%,6250,41.38743941,72.6744186
80,4.00E-06,79,0.05%,6250,39.58652665,79.11392405
80,4.10E-06,82,0.05%,6250,39.31559414,76.2195122
80,4.20E-06,84,0.05%,6204.126,38.70780691,73.85864286
80,4.30E-06,83,0.05%,5866.862,37.71882836,70.68508434
80,4.40E-06,83,0.05%,5795.941,37.55550444,69.83061446
80,4.50E-06,70,0.05%,4875.863,34.71229844,69.65518571
80,4.60E-06,66,0.05%,4362.791,32.85333143,66.10289394
80,4.70E-06,66,0.05%,3890.819,31.43029436,58.95180303
80,4.80E-06,66,0.05%,3842.244,31.23750213,58.21581818
80,4.90E-06,64,0.05%,3735.845,30.83092629,58.37257813
82,1.00E-06,58,0.06%,6250,59.64992651,107.7586207
82,1.10E-06,62,0.06%,6250,57.91648906,100.8064516
82,1.20E-06,64,0.06%,6250,56.75059702,97.65625
82,1.30E-06,64,0.06%,6250,55.42008424,97.65625
82,1.40E-06,63,0.06%,6250,54.57657312,99.20634921
82,1.50E-06,63,0.05%,6250,53.64208286,99.20634921
82,1.60E-06,65,0.06%,6250,52.88900924,96.15384615
82,1.70E-06,67,0.06%,6250,52.30650777,93.28358209
82,1.80E-06,68,0.06%,6250,51.64136928,91.91176471
82,1.90E-06,69,0.06%,6250,51.15361636,90.57971014
82,2.00E-06,70,0.06%,6250,50.32125087,89.28571429
82,2.10E-06,71,0.06%,6250,50.01440415,88.02816901
82,2.20E-06,75,0.06%,6250,49.37549869,83.33333333
82,2.30E-06,76,0.06%,6250,48.95280167,82.23684211
82,2.40E-06,75,0.06%,6250,48.61354179,83.33333333
82,2.50E-06,77,0.06%,6250,48.13431399,81.16883117
82,2.60E-06,76,0.06%,6250,47.7237672,82.23684211
82,2.70E-06,77,0.06%,6250,47.38581913,81.16883117
82,2.80E-06,76,0.06%,6250,46.97376234,82.23684211
82,2.90E-06,75,0.06%,6250,46.68429466,83.33333333
82,3.00E-06,76,0.06%,6250,46.39665053,82.23684211
82,3.10E-06,76,0.06%,6250,46.14759848,82.23684211
82,3.20E-06,77,0.06%,6250,45.84565053,81.16883117
82,3.30E-06,78,0.06%,6250,44.83597208,80.12820513
82,3.40E-06,80,0.06%,6250,44.6243699,78.125
82,3.50E-06,79,0.06%,6250,43.76934605,79.11392405
82,3.60E-06,81,0.06%,6250,43.57526319,77.16049383
82,3.70E-06,81,0.06%,6250,43.38349622,77.16049383
82,3.80E-06,85,0.06%,6250,41.6680556,73.52941176
82,3.90E-06,85,0.06%,6250,41.52216952,73.52941176
82,4.00E-06,78,0.05%,6250,39.73072106,80.12820513
82,4.10E-06,79,0.05%,6250,39.52769152,79.11392405
82,4.20E-06,85,0.05%,6250,38.87783031,73.52941176
82,4.30E-06,83,0.05%,5926.387,37.90849719,71.40225301
82,4.40E-06,83,0.05%,5834.309,37.65576553,70.29287952
82,4.50E-06,83,0.05%,5793.031,37.55222149,69.79555422
82,4.60E-06,66,0.05%,4467.44,33.16461898,67.68848485
82,4.70E-06,66,0.05%,4331.309,32.75562463,65.62589394
82,4.80E-06,66,0.05%,3894.024,31.46736917,59.00036364
82,4.90E-06,64,0.05%,3790.178,31.07849617,59.22153125
84,1.00E-06,58,0.06%,6250,59.89286365,107.7586207
84,1.10E-06,59,0.06%,6250,58.64194635,105.9322034
84,1.20E-06,62,0.06%,6250,57.10526556,100.8064516
84,1.30E-06,63,0.06%,6250,56.03220283,99.20634921
84,1.40E-06,63,0.06%,6250,54.7434067,99.20634921
84,1.50E-06,62,0.05%,6250,53.79027816,100.8064516
84,1.60E-06,65,0.06%,6250,53.24858998,96.15384615
84,1.70E-06,67,0.06%,6250,52.4443251,93.28358209
84,1.80E-06,67,0.06%,6250,51.92927648,93.28358209
84,1.90E-06,68,0.06%,6250,51.29804575,91.91176471
84,2.00E-06,70,0.06%,6250,50.60400946,89.28571429
84,2.10E-06,71,0.06%,6250,50.10542181,88.02816901
84,2.20E-06,75,0.06%,6250,49.48221807,83.33333333
84,2.30E-06,75,0.06%,6250,49.11166815,83.33333333
84,2.40E-06,75,0.06%,6250,48.69231908,83.33333333
84,2.50E-06,75,0.06%,6250,48.31888921,83.33333333
84,2.60E-06,76,0.06%,6250,47.83334099,82.23684211
84,2.70E-06,76,0.06%,6250,47.47364263,82.23684211
84,2.80E-06,77,0.06%,6250,47.09091183,81.16883117
84,2.90E-06,76,0.06%,6250,46.80631174,82.23684211
84,3.00E-06,75,0.06%,6250,46.57228018,83.33333333
84,3.10E-06,77,0.06%,6250,46.17760275,81.16883117
84,3.20E-06,76,0.06%,6250,45.9721078,82.23684211
84,3.30E-06,78,0.06%,6250,44.91943251,80.12820513
84,3.40E-06,80,0.06%,6250,44.69169879,78.125
84,3.50E-06,83,0.06%,6250,44.39771831,75.30120482
84,3.60E-06,81,0.06%,6250,43.64342276,77.16049383
84,3.70E-06,80,0.06%,6250,43.48975729,78.125
84,3.80E-06,82,0.06%,6250,42.56507348,76.2195122
84,3.90E-06,85,0.06%,6250,41.54259279,73.52941176
84,4.00E-06,81,0.05%,6250,40.03535923,77.16049383
84,4.10E-06,79,0.05%,6250,39.55621096,79.11392405
84,4.20E-06,82,0.05%,6250,39.32573665,76.2195122
84,4.30E-06,84,0.05%,6208.612,38.73603694,73.91204762
84,4.40E-06,83,0.05%,5863.847,37.72733824,70.64875904
84,4.50E-06,83,0.05%,5798.079,37.57617529,69.85637349
84,4.60E-06,68,0.05%,4557.836,33.54877555,67.027
84,4.70E-06,66,0.05%,4334.778,32.7769015,65.67845455
84,4.80E-06,66,0.05%,3898.484,31.49348478,59.06793939
84,4.90E-06,64,0.05%,3804.857,31.16895766,59.45089063
86,1.00E-06,57,0.06%,6250,60.20266626,109.6491228
86,1.10E-06,59,0.06%,6250,58.7980733,105.9322034
86,1.20E-06,62,0.06%,6250,57.31000587,100.8064516
86,1.30E-06,63,0.06%,6250,56.43850461,99.20634921
86,1.40E-06,64,0.06%,6250,54.9213965,97.65625
86,1.50E-06,63,0.06%,6250,54.15334494,99.20634921
86,1.60E-06,65,0.06%,6250,53.41195573,96.15384615
86,1.70E-06,66,0.06%,6250,52.57269753,94.6969697
86,1.80E-06,67,0.06%,6250,52.19860525,93.28358209
86,1.90E-06,69,0.06%,6250,51.41916907,90.57971014
86,2.00E-06,70,0.06%,6250,50.90032495,89.28571429
86,2.10E-06,70,0.06%,6250,50.22581527,89.28571429
86,2.20E-06,72,0.06%,6250,49.63429452,86.80555556
86,2.30E-06,75,0.06%,6250,49.24206612,83.33333333
86,2.40E-06,75,0.06%,6250,48.79876949,83.33333333
86,2.50E-06,75,0.06%,6250,48.41845944,83.33333333
86,2.60E-06,76,0.06%,6250,47.92503757,82.23684211
86,2.70E-06,76,0.06%,6250,47.60526476,82.23684211
86,2.80E-06,77,0.06%,6250,47.15771047,81.16883117
86,2.90E-06,77,0.06%,6250,46.83366929,81.16883117
86,3.00E-06,76,0.06%,6250,46.61048549,82.23684211
86,3.10E-06,76,0.06%,6250,46.40078399,82.23684211
86,3.20E-06,77,0.06%,6250,46.05612215,81.16883117
86,3.30E-06,77,0.06%,6250,45.6827933,81.16883117
86,3.40E-06,78,0.06%,6250,44.8269679,80.12820513
86,3.50E-06,81,0.06%,6250,44.57917261,77.16049383
86,3.60E-06,79,0.06%,6250,43.73534866,79.11392405
86,3.70E-06,80,0.06%,6250,43.51610096,78.125
86,3.80E-06,82,0.06%,6250,43.21670585,76.2195122
86,3.90E-06,85,0.06%,6250,41.64945156,73.52941176
86,4.00E-06,86,0.06%,6250,41.4830351,72.6744186
86,4.10E-06,79,0.05%,6250,39.62216305,79.11392405
86,4.20E-06,81,0.05%,6250,39.38099379,77.16049383
86,4.30E-06,84,0.05%,6227.252,38.7976275,74.13395238
86,4.40E-06,83,0.05%,5908.218,37.88023415,71.1833494
86,4.50E-06,83,0.05%,5807.366,37.61076894,69.96826506
86,4.60E-06,81,0.05%,5588.714,37.12074657,68.99646914
86,4.70E-06,66,0.05%,4350.981,32.84428525,65.92395455
86,4.80E-06,66,0.05%,3905.106,31.53118717,59.16827273
86,4.90E-06,64,0.05%,3821.725,31.24162089,59.71445313
88,1.00E-06,56,0.06%,6250,60.82665862,111.6071429
88,1.10E-06,60,0.06%,6250,59.11954445,104.1666667
88,1.20E-06,62,0.06%,6250,57.73245395,100.8064516
88,1.30E-06,63,0.06%,6250,56.58617849,99.20634921
88,1.40E-06,64,0.06%,6250,55.14576128,97.65625
88,1.50E-06,62,0.05%,6250,54.47097786,100.8064516
88,1.60E-06,65,0.06%,6250,53.57448997,96.15384615
88,1.70E-06,65,0.06%,6250,52.82329972,96.15384615
88,1.80E-06,67,0.06%,6250,52.25927289,93.28358209
88,1.90E-06,69,0.06%,6250,51.55276941,90.57971014
88,2.00E-06,69,0.06%,6250,51.16785513,90.57971014
88,2.10E-06,70,0.06%,6250,50.3293553,89.28571429
88,2.20E-06,72,0.06%,6250,49.97241523,86.80555556
88,2.30E-06,75,0.06%,6250,49.31588997,83.33333333
88,2.40E-06,75,0.06%,6250,48.96238905,83.33333333
88,2.50E-06,75,0.06%,6250,48.48908026,83.33333333
88,2.60E-06,77,0.06%,6250,48.1491468,81.16883117
88,2.70E-06,76,0.06%,6250,47.69317644,82.23684211
88,2.80E-06,77,0.06%,6250,47.24969004,81.16883117
88,2.90E-06,77,0.06%,6250,47.00025568,81.16883117
88,3.00E-06,77,0.06%,6250,46.72512915,81.16883117
88,3.10E-06,77,0.06%,6250,46.4411238,81.16883117
88,3.20E-06,77,0.06%,6250,46.09926462,81.16883117
88,3.30E-06,78,0.06%,6250,45.89614986,80.12820513
88,3.40E-06,79,0.06%,6250,44.85366939,79.11392405
88,3.50E-06,80,0.06%,6250,44.66742423,78.125
88,3.60E-06,80,0.06%,6250,44.09357715,78.125
88,3.70E-06,81,0.06%,6250,43.61266372,77.16049383
88,3.80E-06,81,0.06%,6250,43.41785342,77.16049383
88,3.90E-06,85,0.06%,6250,41.68389601,73.52941176
88,4.00E-06,85,0.06%,6250,41.4943269,73.52941176
88,4.10E-06,78,0.05%,6250,39.70043639,80.12820513
88,4.20E-06,79,0.05%,6250,39.49472035,79.11392405
88,4.30E-06,84,0.05%,6235.62,38.82629839,74.23357143
88,4.40E-06,83,0.05%,5997.212,38.15602891,72.25556627
88,4.50E-06,83,0.05%,5814.376,37.63618122,70.05272289
88,4.60E-06,82,0.05%,5643.394,37.2954215,68.82187805
88,4.70E-06,68,0.05%,4467.417,33.32152607,65.69730882
88,4.80E-06,66,0.05%,3911.56,31.56647702,59.26606061
88,4.90E-06,66,0.05%,3902.345,31.52161972,59.12643939
90,1.00E-06,57,0.06%,6250,61.18333464,109.6491228
90,1.10E-06,59,0.06%,6250,59.60214377,105.9322034
90,1.20E-06,62,0.06%,6250,58.19312669,100.8064516
90,1.30E-06,64,0.06%,6250,56.76863828,97.65625
90,1.40E-06,64,0.06%,6250,55.6272529,97.65625
90,1.50E-06,63,0.06%,6250,54.63668788,99.20634921
90,1.60E-06,62,0.05%,6250,53.74448582,100.8064516
90,1.70E-06,65,0.06%,6250,53.18288958,96.15384615
90,1.80E-06,67,0.06%,6250,52.39596258,93.28358209
90,1.90E-06,68,0.06%,6250,51.71443702,91.91176471
90,2.00E-06,68,0.06%,6250,51.3043621,91.91176471
90,2.10E-06,70,0.06%,6250,50.61220523,89.28571429
90,2.20E-06,71,0.06%,6250,50.11827914,88.02816901
90,2.30E-06,75,0.06%,6250,49.40828636,83.33333333
90,2.40E-06,75,0.06%,6250,49.12209001,83.33333333
90,2.50E-06,75,0.06%,6250,48.65933792,83.33333333
90,2.60E-06,76,0.06%,6250,48.25286043,82.23684211
90,2.70E-06,76,0.06%,6250,47.84688995,82.23684211
90,2.80E-06,76,0.06%,6250,47.46931583,82.23684211
90,2.90E-06,77,0.06%,6250,47.03916669,81.16883117
90,3.00E-06,76,0.06%,6250,46.78598965,82.23684211
90,3.10E-06,78,0.06%,6250,46.53448391,80.12820513
90,3.20E-06,78,0.06%,6250,46.21242929,80.12820513
90,3.30E-06,78,0.06%,6250,45.94743613,80.12820513
90,3.40E-06,79,0.06%,6250,45.33453258,79.11392405
90,3.50E-06,81,0.06%,6250,44.69489477,77.16049383
90,3.60E-06,82,0.06%,6250,44.51757198,76.2195122
90,3.70E-06,81,0.06%,6250,43.63946124,77.16049383
90,3.80E-06,81,0.06%,6250,43.45075465,77.16049383
90,3.90E-06,82,0.06%,6250,42.59756546,76.2195122
90,4.00E-06,85,0.06%,6250,41.56773546,73.52941176
90,4.10E-06,86,0.06%,6250,41.38250679,72.6744186
90,4.20E-06,79,0.05%,6250,39.56547612,79.11392405
90,4.30E-06,85,0.05%,6250,38.94711916,73.52941176
90,4.40E-06,84,0.05%,6187.695,38.71640773,73.66303571
90,4.50E-06,83,0.05%,5884.569,37.84994629,70.89842169
90,4.60E-06,82,0.05%,5679.898,37.38988875,69.26704878
90,4.70E-06,70,0.05%,4877.283,34.75407768,69.67547143
90,4.80E-06,66,0.05%,4345.804,32.83966328,65.84551515
90,4.90E-06,66,0.05%,3907.723,31.55613967,59.20792424
92,1.00E-06,56,0.06%,6250,61.47037128,111.6071429
92,1.10E-06,58,0.06%,6250,59.90491891,107.7586207
92,1.20E-06,60,0.06%,6250,58.59246829,104.1666667
92,1.30E-06,62,0.06%,6250,57.04688798,100.8064516
92,1.40E-06,63,0.06%,6250,56.16261098,99.20634921
92,1.50E-06,63,0.06%,6250,54.76739193,99.20634921
92,1.60E-06,62,0.05%,6250,53.91556391,100.8064516
92,1.70E-06,65,0.06%,6250,53.32764505,96.15384615
92,1.80E-06,66,0.06%,6250,52.53778518,94.6969697
92,1.90E-06,67,0.06%,6250,51.96036048,93.28358209
92,2.00E-06,68,0.06%,6250,51.37647862,91.91176471
92,2.10E-06,70,0.06%,6250,50.84773341,89.28571429
92,2.20E-06,70,0.06%,6250,50.15165862,89.28571429
92,2.30E-06,72,0.06%,6250,49.64060204,86.80555556
92,2.40E-06,75,0.06%,6250,49.14217421,83.33333333
92,2.50E-06,75,0.06%,6250,48.8063909,83.33333333
92,2.60E-06,75,0.06%,6250,48.35253251,83.33333333
92,2.70E-06,76,0.06%,6250,47.88794986,82.23684211
92,2.80E-06,76,0.06%,6250,47.57880954,82.23684211
92,2.90E-06,77,0.06%,6250,47.13175021,81.16883117
92,3.00E-06,77,0.06%,6250,46.85684297,81.16883117
92,3.10E-06,77,0.06%,6250,46.63100328,81.16883117
92,3.20E-06,79,0.06%,6250,46.249704,79.11392405
92,3.30E-06,78,0.06%,6250,46.08770675,80.12820513
92,3.40E-06,78,0.06%,6250,45.76273668,80.12820513
92,3.50E-06,79,0.06%,6250,44.86204025,79.11392405
92,3.60E-06,83,0.06%,6250,44.55025625,75.30120482
92,3.70E-06,79,0.06%,6250,43.77854361,79.11392405
92,3.80E-06,80,0.06%,6250,43.47614377,78.125
92,3.90E-06,81,0.06%,6250,43.27385774,77.16049383
92,4.00E-06,85,0.06%,6250,41.68278401,73.52941176
92,4.10E-06,86,0.06%,6250,41.45057102,72.6744186
92,4.20E-06,79,0.05%,6250,39.64352542,79.11392405
92,4.30E-06,81,0.05%,6250,39.39663269,77.16049383
92,4.40E-06,84,0.05%,6235.968,38.83910587,74.23771429
92,4.50E-06,83,0.05%,5914.876,37.91514266,71.26356627
92,4.60E-06,83,0.05%,5815.23,37.65194533,70.06301205
92,4.70E-06,81,0.05%,5596.519,37.16246779,69.09282716
92,4.80E-06,68,0.05%,4442.067,33.25746822,65.32451471
92,4.90E-06,66,0.05%,3912.477,31.58177812,59.27995455
94,1.00E-06,55,0.06%,6250,61.96462563,113.6363636
94,1.10E-06,57,0.06%,6250,60.14241724,109.6491228
94,1.20E-06,59,0.06%,6250,58.75164505,105.9322034
94,1.30E-06,62,0.06%,6250,57.28164238,100.8064516
94,1.40E-06,63,0.06%,6250,56.36012769,99.20634921
