basebid,clicks, CTR, spend, avgCPM, avgCPC
89,101,0.078%,6250,48.21080076211634,61.881188118811885,
90,100,0.077%,6250,48.30693842217945,62.5,
91,100,0.078%,6250,48.46952623946272,62.5,
92,99,0.077%,6250,48.587087495627166,63.13131313131313,
93,99,0.077%,6250,48.72876400464678,63.13131313131313,
94,97,0.076%,6250,48.893443584789054,64.43298969072166,
95,97,0.076%,6250,49.10549431554798,64.43298969072166,
96,96,0.076%,6250,49.20911116535049,65.10416666666667,
97,94,0.074%,6250,49.318224859541694,66.48936170212765,
98,94,0.074%,6250,49.51083297025389,66.48936170212765,
99,93,0.074%,6250,49.79167164583383,67.20430107526882,
100,93,0.074%,6250,49.91853295421871,67.20430107526882,
101,94,0.075%,6250,50.16292919402218,66.48936170212765,
102,93,0.075%,6250,50.301406024901205,67.20430107526882,
103,93,0.075%,6250,50.48791521261471,67.20430107526882,
104,92,0.075%,6250,50.72187370659222,67.93478260869566,
105,92,0.075%,6250,51.016243571953304,67.93478260869566,
106,91,0.075%,6250,51.33765391028642,68.68131868131869,
107,91,0.075%,6250,51.38746145940391,68.68131868131869,
108,91,0.075%,6250,51.49245738484227,68.68131868131869,
109,91,0.075%,6250,51.59617940610733,68.68131868131869,
110,91,0.075%,6250,51.72642102823849,68.68131868131869,
111,91,0.076%,6250,51.87539944057569,68.68131868131869,
112,90,0.075%,6250,51.971162241495435,69.44444444444444,
113,88,0.074%,6250,52.20907017734377,71.02272727272727,
114,89,0.074%,6250,52.29469104296532,70.2247191011236,
115,89,0.075%,6250,52.40387034024785,70.2247191011236,
116,88,0.074%,6250,52.48307945518365,71.02272727272727,
117,87,0.073%,6250,52.64000134758404,71.83908045977012,
118,87,0.073%,6250,52.772008038232265,71.83908045977012,
119,85,0.072%,6250,53.146258503401356,73.52941176470588,
120,85,0.072%,6250,53.25358077077102,73.52941176470588,
121,85,0.073%,6250,53.37956715576585,73.52941176470588,
122,84,0.072%,6250,53.54511497207086,74.4047619047619,
123,84,0.072%,6250,53.66280866847546,74.4047619047619,
124,83,0.071%,6250,53.8143619769244,75.3012048192771,
125,83,0.072%,6250,54.08539434742727,75.3012048192771,
126,81,0.070%,6250,54.20876881044278,77.1604938271605,
127,80,0.069%,6250,54.29541920407259,78.125,
128,82,0.072%,6250,54.608999563128,76.21951219512195,
129,83,0.073%,6250,54.851987397207374,75.3012048192771,
130,82,0.072%,6250,55.00985776651176,76.21951219512195,
131,82,0.072%,6250,55.082094353424345,76.21951219512195,
132,82,0.072%,6250,55.20128596915794,76.21951219512195,
133,82,0.073%,6250,55.297500552975,76.21951219512195,
134,81,0.072%,6250,55.37932623296532,77.1604938271605,
135,81,0.072%,6250,55.473208659145975,77.1604938271605,
136,82,0.072%,6250,54.92187911914093,76.21951219512195,
137,82,0.072%,6250,55.01373142736427,76.21951219512195,
138,82,0.072%,6250,55.17399671604371,76.21951219512195,
139,81,0.072%,6250,55.339118115813704,77.1604938271605,
140,81,0.072%,6250,55.41025754687708,77.1604938271605,
141,80,0.071%,6250,55.5042449646549,78.125,
142,80,0.071%,6250,55.64409148778946,78.125,
143,81,0.072%,6250,55.71651437486071,77.1604938271605,
144,80,0.071%,6250,55.805564484445874,78.125,
145,78,0.070%,6250,55.917403285259276,80.12820512820512,
146,78,0.070%,6250,55.99605787752542,80.12820512820512,
147,78,0.070%,6250,56.21615787296048,80.12820512820512,
148,77,0.069%,6250,56.279940928574,81.16883116883118,
149,76,0.069%,6250,56.452778379940746,82.23684210526316,
150,75,0.068%,6250,56.76554467675429,83.33333333333333,
151,75,0.068%,6250,56.84402000909505,83.33333333333333,
152,75,0.068%,6250,56.90509141233884,83.33333333333333,
153,75,0.068%,6250,56.9948659024795,83.33333333333333,
154,75,0.068%,6250,57.08075328328493,83.33333333333333,
155,75,0.069%,6250,57.1778826801332,83.33333333333333,
156,75,0.069%,6250,57.239149746774,83.33333333333333,
157,75,0.069%,6250,57.36734375430255,83.33333333333333,
158,74,0.068%,6250,57.497171139179954,84.45945945945945,
159,74,0.068%,6250,57.57874469123974,84.45945945945945,
160,72,0.067%,6250,57.85804874887755,86.80555555555556,
161,73,0.068%,6250,57.90843980765133,85.61643835616438,
162,73,0.068%,6250,58.03372455801516,85.61643835616438,
163,72,0.067%,6250,58.14440278721009,86.80555555555556,
164,72,0.067%,6250,58.24953167376534,86.80555555555556,
165,73,0.068%,6250,58.317470981226435,85.61643835616438,
166,73,0.068%,6250,58.379569952735906,85.61643835616438,
167,71,0.067%,6250,58.70087910436546,88.02816901408451,
168,72,0.068%,6250,58.77650820520054,86.80555555555556,
169,72,0.068%,6250,58.87173497357836,86.80555555555556,
170,72,0.068%,6250,58.88060896681018,86.80555555555556,
171,72,0.068%,6250,58.97005264846301,86.80555555555556,
172,71,0.067%,6250,59.09271410472174,88.02816901408451,
173,71,0.067%,6250,59.29678753723838,88.02816901408451,
174,71,0.067%,6250,59.37114087584307,88.02816901408451,
175,70,0.067%,6250,59.5187079202735,89.28571428571429,
176,69,0.066%,6250,59.5646538578835,90.57971014492753,
177,67,0.064%,6250,59.65675887215318,93.28358208955224,
178,67,0.064%,6250,59.78687175955155,93.28358208955224,
179,67,0.064%,6250,59.89171577787361,93.28358208955224,
180,67,0.064%,6250,59.969871136740906,93.28358208955224,
181,67,0.064%,6250,60.047076908296106,93.28358208955224,
182,67,0.064%,6250,60.13200177028613,93.28358208955224,
183,67,0.065%,6250,60.23109466400686,93.28358208955224,
184,67,0.065%,6250,60.33633888749445,93.28358208955224,
185,66,0.064%,6250,60.4536441456691,94.6969696969697,
186,66,0.064%,6250,60.57081940204487,94.6969696969697,
187,66,0.064%,6250,60.71674907953408,94.6969696969697,
188,66,0.064%,6250,60.96133588232999,94.6969696969697,
189,66,0.064%,6250,61.02502514231036,94.6969696969697,
190,66,0.065%,6250,61.16477300529442,94.6969696969697,
191,66,0.065%,6250,61.21449559255632,94.6969696969697,
192,66,0.065%,6250,61.284122999686225,94.6969696969697,
193,66,0.065%,6250,61.34126353188273,94.6969696969697,
194,66,0.065%,6250,61.48427969936646,94.6969696969697,
195,66,0.065%,6250,61.74852050544869,94.6969696969697,
196,66,0.065%,6250,61.83465906842376,94.6969696969697,
197,65,0.064%,6250,61.9498850210134,96.15384615384616,
198,65,0.065%,6250,62.08157021673918,96.15384615384616,
199,65,0.065%,6250,62.178536963896654,96.15384615384616,
200,65,0.065%,6250,62.22992213792143,96.15384615384616,
