basebid,clicks, CTR, spend, avgCPM, avgCPC
155,75,0.069%,6250,57.40000918400147,83.33333333333333,
156,75,0.069%,6250,57.50351921537598,83.33333333333333,
157,74,0.068%,6250,57.69727853476607,84.45945945945945,
158,73,0.067%,6250,57.77408023664263,85.61643835616438,
159,73,0.068%,6250,57.93098334368367,85.61643835616438,
160,73,0.068%,6250,58.08334262666815,85.61643835616438,
161,72,0.067%,6250,58.21480798427735,86.80555555555556,
162,72,0.067%,6250,58.077945248759455,86.80555555555556,
163,73,0.068%,6250,58.141698295750544,85.61643835616438,
164,73,0.068%,6250,58.231622100065216,85.61643835616438,
165,73,0.068%,6250,58.339789603382776,85.61643835616438,
166,72,0.067%,6250,58.44945291312073,86.80555555555556,
167,72,0.068%,6250,58.59741233827114,86.80555555555556,
168,72,0.068%,6250,58.67442733758919,86.80555555555556,
169,73,0.069%,6250,58.80526518822389,85.61643835616438,
170,73,0.069%,6250,58.92168600869213,85.61643835616438,
171,72,0.068%,6250,59.056978172540866,86.80555555555556,
172,71,0.067%,6250,59.20298572497608,88.02816901408451,
173,71,0.067%,6250,59.28047727897867,88.02816901408451,
174,71,0.068%,6250,59.431549118986716,88.02816901408451,
175,69,0.066%,6250,59.534015355013246,90.57971014492753,
176,67,0.064%,6250,59.67441638420777,93.28358208955224,
177,67,0.064%,6250,59.755432963965085,93.28358208955224,
178,67,0.064%,6250,59.85500723048487,93.28358208955224,
179,67,0.064%,6250,59.945713162160345,93.28358208955224,
180,67,0.064%,6250,60.021127436857775,93.28358208955224,
181,67,0.064%,6250,60.13547319401147,93.28358208955224,
182,67,0.065%,6250,60.20556588415486,93.28358208955224,
183,67,0.065%,6250,60.32003397224314,93.28358208955224,
184,66,0.064%,6250,60.425589512051275,94.6969696969697,
185,66,0.064%,6250,60.547934588855306,94.6969696969697,
186,66,0.064%,6250,60.640166105542995,94.6969696969697,
187,66,0.064%,6250,60.776381811816876,94.6969696969697,
188,66,0.064%,6250,60.866939999805226,94.6969696969697,
189,65,0.064%,6250,61.11214322730784,96.15384615384616,
190,65,0.064%,6250,61.204904226565866,96.15384615384616,
191,65,0.064%,6250,61.27450980392157,96.15384615384616,
192,65,0.064%,6250,61.32501275560266,96.15384615384616,
193,66,0.065%,6250,61.43230651280741,94.6969696969697,
194,66,0.065%,6250,61.535129174543165,94.6969696969697,
195,66,0.065%,6250,61.60305945434474,94.6969696969697,
196,66,0.065%,6250,61.75767277326535,94.6969696969697,
197,66,0.065%,6250,61.84689677010766,94.6969696969697,
198,65,0.064%,6250,61.9584828598053,96.15384615384616,
199,65,0.065%,6250,62.071088776554014,96.15384615384616,
200,65,0.065%,6250,62.14576911603858,96.15384615384616,
