c, lambda, clicks, CTR, spend, avgCPM, avgCPC
76,3.6999999999999997e-06,52,0.052%,2648.06699999984,26.570744824954996,50.92436538461231,
76,3.8e-06,50,0.051%,2530.6509999998148,26.01382592695197,50.6130199999963,
76,3.9e-06,50,0.052%,2463.9389999997616,25.71558732974755,49.27877999999523,
76,4e-06,50,0.053%,2371.0539999997504,25.312302502345954,47.42107999999501,
76,4.1e-06,47,0.051%,2326.2089999997374,25.098280177805634,49.49380851063271,
76,4.2e-06,47,0.052%,2243.3539999997465,24.721788768400625,47.73093617020737,
76,4.2999999999999995e-06,47,0.052%,2208.83499999974,24.533615452109117,46.9964893616966,
76,4.4e-06,47,0.053%,2177.71599999972,24.373143515872815,46.33438297871745,
76,4.5e-06,46,0.053%,2105.2939999996984,24.059128049822277,45.76726086955866,
76,4.6e-06,46,0.053%,2082.459999999692,23.925046817013733,45.2708695652107,
76,4.7e-06,46,0.053%,2066.2479999996735,23.850588113070927,44.9184347826016,
76,4.8e-06,45,0.053%,2008.108999999613,23.60592702308286,44.624644444435845,
76,4.9e-06,45,0.053%,1980.7469999996015,23.468844417583163,44.01659999999114,
78,1e-06,62,0.055%,6250,55.5096675637029,100.80645161290323,
78,1.1e-06,63,0.054%,6250,53.71630913091309,99.2063492063492,
78,1.2e-06,67,0.056%,6250,52.2763200816347,93.28358208955224,
78,1.2999999999999998e-06,68,0.056%,6250,51.412401493838736,91.91176470588235,
78,1.4e-06,70,0.056%,6250,50.27389216451227,89.28571428571429,
78,1.5e-06,74,0.058%,6250,49.33340700455446,84.45945945945945,
78,1.6e-06,75,0.058%,6250,48.55349429787763,83.33333333333333,
78,1.6999999999999998e-06,75,0.058%,6250,48.001228831458086,83.33333333333333,
78,1.8e-06,77,0.058%,6250,47.26648465918974,81.16883116883118,
78,1.9e-06,77,0.058%,6250,46.76988468417232,81.16883116883118,
78,2e-06,79,0.059%,6250,46.3343934642558,79.11392405063292,
78,2.1e-06,81,0.059%,6250,45.88974712913742,77.1604938271605,
78,2.2e-06,84,0.060%,6250,44.81925291683698,74.4047619047619,
78,2.3e-06,85,0.060%,6250,43.80186140390222,73.52941176470588,
78,2.4e-06,85,0.059%,6250,43.45347349685744,73.52941176470588,
78,2.4999999999999998e-06,89,0.059%,6250,41.74152313148246,70.2247191011236,
78,2.5999999999999997e-06,82,0.052%,6250,39.839113723140464,76.21951219512195,
78,2.7e-06,88,0.055%,6250,39.045905490166675,71.02272727272727,
78,2.8e-06,86,0.055%,5950.9900000025345,38.12122454471955,69.19755813956435,
78,2.8999999999999998e-06,84,0.056%,5639.8390000028,37.404175592434065,67.14094047622382,
78,3e-06,68,0.051%,4389.383000001583,33.13016929708567,64.54975000002328,
78,3.1e-06,66,0.054%,3869.2270000007024,31.602295095362457,58.62465151516216,
78,3.2e-06,65,0.054%,3708.434000000751,30.96347939350036,57.05283076924232,
78,3.2999999999999997e-06,65,0.056%,3553.873000000594,30.43846140669939,54.674969230778366,
78,3.3999999999999996e-06,55,0.052%,2979.4160000000134,28.076972369859522,54.17120000000024,
78,3.5e-06,54,0.052%,2883.4819999999722,27.674431103816687,53.3978148148143,
78,3.6e-06,53,0.052%,2798.143999999959,27.317621790490666,52.79516981131998,
78,3.6999999999999997e-06,53,0.053%,2650.620999999843,26.592902863332895,50.01171698112912,
78,3.8e-06,50,0.051%,2532.2309999998147,26.027927103781668,50.644619999996294,
78,3.9e-06,50,0.052%,2465.531999999763,25.73006480698541,49.31063999999525,
78,4e-06,50,0.053%,2375.6489999997516,25.34241855304721,47.51297999999503,
78,4.1e-06,48,0.052%,2328.971999999741,25.12348302607028,48.520249999994604,
78,4.2e-06,47,0.051%,2278.4279999997702,24.882360650006227,48.47719148935681,
78,4.2999999999999995e-06,47,0.052%,2236.463999999743,24.68421575444238,47.58434042552645,
78,4.4e-06,47,0.053%,2182.7939999997216,24.423416468057706,46.44242553190897,
78,4.5e-06,46,0.053%,2108.3539999996997,24.077588077424764,45.83378260868913,
78,4.6e-06,46,0.053%,2089.3589999996893,23.97538613361129,45.420847826080205,
78,4.7e-06,46,0.053%,2067.3469999996746,23.861621209844003,44.94232608694945,
78,4.8e-06,45,0.052%,2037.433999999654,23.716188059454236,45.27631111110342,
78,4.9e-06,45,0.053%,1987.2409999995987,23.50929847390984,44.160911111102195,
80,1e-06,62,0.055%,6250,55.73937161662014,100.80645161290323,
80,1.1e-06,62,0.053%,6250,53.89743103284725,100.80645161290323,
80,1.2e-06,65,0.055%,6250,52.67682556806689,96.15384615384616,
80,1.2999999999999998e-06,68,0.056%,6250,51.481005568185566,91.91176470588235,
80,1.4e-06,70,0.056%,6250,50.292096496451386,89.28571428571429,
80,1.5e-06,75,0.059%,6250,49.40594294206461,83.33333333333333,
80,1.6e-06,75,0.059%,6250,48.756513870253066,83.33333333333333,
80,1.6999999999999998e-06,75,0.058%,6250,48.017824216349105,83.33333333333333,
80,1.8e-06,77,0.058%,6250,47.391208741213674,81.16883116883118,
80,1.9e-06,76,0.057%,6250,46.82279258626632,82.23684210526316,
80,2e-06,79,0.059%,6250,46.33782872055694,79.11392405063292,
80,2.1e-06,81,0.060%,6250,45.971093376484866,77.1604938271605,
80,2.2e-06,84,0.060%,6250,44.82568188827288,74.4047619047619,
80,2.3e-06,86,0.061%,6250,44.464364479731366,72.67441860465117,
80,2.4e-06,84,0.059%,6250,43.564936151229574,74.4047619047619,
80,2.4999999999999998e-06,90,0.060%,6250,41.82084618627339,69.44444444444444,
80,2.5999999999999997e-06,85,0.055%,6250,40.13665729074353,73.52941176470588,
80,2.7e-06,90,0.056%,6250,39.141026684786354,69.44444444444444,
80,2.8e-06,86,0.055%,5956.5280000025405,38.13788864417956,69.26195348840163,
80,2.8999999999999998e-06,85,0.056%,5690.434000002787,37.555910479892205,66.94628235297397,
80,3e-06,70,0.052%,4480.7140000018335,33.519210628698,64.01020000002619,
80,3.1e-06,68,0.055%,3933.128000000715,31.812158271059523,57.84011764706934,
80,3.2e-06,66,0.055%,3740.0400000007508,31.116953566353704,56.6672727272841,
80,3.2999999999999997e-06,65,0.056%,3555.945000000596,30.452817100434153,54.706846153855324,
80,3.3999999999999996e-06,59,0.052%,3369.5700000005313,29.751013164521417,57.1113559322124,
80,3.5e-06,54,0.052%,2885.270999999972,27.689209420164413,53.430944444443924,
80,3.6e-06,53,0.052%,2804.182999999967,27.350411594881074,52.90911320754655,
80,3.6999999999999997e-06,53,0.053%,2653.980999999843,26.612195170863178,50.075113207544206,
80,3.8e-06,50,0.051%,2537.954999999821,26.066399630255443,50.75909999999642,
80,3.9e-06,50,0.052%,2472.2649999997657,25.770746249984526,49.445299999995314,
80,4e-06,50,0.053%,2377.925999999755,25.363191296461576,47.5585199999951,
80,4.1e-06,48,0.052%,2348.402999999749,25.213147667000378,48.92506249999477,
80,4.2e-06,47,0.051%,2319.4249999997414,25.074051652376045,49.34946808510088,
80,4.2999999999999995e-06,47,0.052%,2239.0419999997434,24.709669587478132,47.63919148935624,
80,4.4e-06,47,0.053%,2186.8949999997235,24.46464928962662,46.52968085105795,
80,4.5e-06,47,0.053%,2144.706999999725,24.249595784852676,45.63206382978139,
80,4.6e-06,46,0.053%,2105.7679999996985,24.06399488040612,45.77756521738475,
80,4.7e-06,46,0.053%,2070.013999999676,23.888268285361043,45.00030434781904,
80,4.8e-06,45,0.052%,2039.021999999654,23.7321865034062,45.31159999999231,
80,4.9e-06,45,0.053%,2008.326999999613,23.6082121571855,44.62948888888029,
82,1e-06,62,0.055%,6250,55.882405536381675,100.80645161290323,
82,1.1e-06,62,0.054%,6250,53.9681717310399,100.80645161290323,
82,1.2e-06,65,0.055%,6250,52.820174771394285,96.15384615384616,
82,1.2999999999999998e-06,68,0.056%,6250,51.565529474856646,91.91176470588235,
82,1.4e-06,70,0.056%,6250,50.43820714366416,89.28571428571429,
82,1.5e-06,75,0.059%,6250,49.53516203942206,83.33333333333333,
82,1.6e-06,75,0.059%,6250,48.85102391746131,83.33333333333333,
82,1.6999999999999998e-06,76,0.059%,6250,48.16584463625154,82.23684210526316,
82,1.8e-06,77,0.058%,6250,47.395521312818026,81.16883116883118,
82,1.9e-06,76,0.057%,6250,46.88320456079814,82.23684210526316,
82,2e-06,79,0.059%,6250,46.49986236040741,79.11392405063292,
82,2.1e-06,80,0.059%,6250,46.0771737367482,78.125,
82,2.2e-06,82,0.059%,6250,44.88298109169773,76.21951219512195,
82,2.3e-06,86,0.061%,6250,44.544223505095864,72.67441860465117,
82,2.4e-06,84,0.059%,6250,43.60901206399709,74.4047619047619,
82,2.4999999999999998e-06,87,0.058%,6250,41.91677006136615,71.83908045977012,
82,2.5999999999999997e-06,90,0.060%,6250,41.51168969181722,69.44444444444444,
82,2.7e-06,83,0.053%,6250,39.624675077664364,75.3012048192771,
82,2.8e-06,87,0.055%,6042.858000002629,38.397826846720434,69.4581379310647,
82,2.8999999999999998e-06,86,0.056%,5853.482000002605,37.86970220421045,68.0637441860768,
82,3e-06,71,0.053%,4497.157000001857,33.58117220112051,63.34023943664588,
82,3.1e-06,68,0.055%,3955.696000000749,31.890486939702907,58.17200000001101,
82,3.2e-06,66,0.054%,3806.8440000007135,31.356050310119794,57.679454545465354,
82,3.2999999999999997e-06,65,0.056%,3557.084000000596,30.459702003772872,54.7243692307784,
82,3.3999999999999996e-06,59,0.052%,3380.1740000005425,29.807530864202317,57.291084745771904,
82,3.5e-06,55,0.052%,2932.3259999999736,27.895299612819507,53.315018181817706,
82,3.6e-06,53,0.051%,2826.296999999956,27.452036831982788,53.326358490565205,
82,3.6999999999999997e-06,53,0.053%,2687.199999999877,26.804720152416206,50.70188679245051,
82,3.8e-06,51,0.052%,2546.6809999998254,26.140181064212364,49.93492156862403,
82,3.9e-06,50,0.052%,2474.1509999997656,25.787986491836374,49.483019999995314,
82,4e-06,50,0.052%,2462.757999999763,25.717755662532376,49.25515999999526,
82,4.1e-06,49,0.052%,2369.154999999748,25.316353572265477,48.35010204081118,
82,4.2e-06,48,0.052%,2321.9089999997414,25.097649029884252,48.37310416666128,
82,4.2999999999999995e-06,47,0.052%,2240.9059999997444,24.72778433730669,47.67885106382435,
82,4.4e-06,47,0.052%,2196.9969999997306,24.52936382108982,46.74461702127086,
82,4.5e-06,47,0.053%,2146.663999999729,24.267881569573117,45.67370212765381,
82,4.6e-06,46,0.053%,2106.5939999996986,24.07205868909062,45.795521739123885,
82,4.7e-06,46,0.053%,2073.0889999996775,23.919337717776365,45.06715217390603,
82,4.8e-06,45,0.052%,2043.760999999654,23.760794754338292,45.41691111110342,
82,4.9e-06,45,0.053%,2009.8039999996133,23.623352962605797,44.66231111110252,
84,1e-06,62,0.056%,6250,56.06085068977271,100.80645161290323,
84,1.1e-06,62,0.054%,6250,54.06574394463668,100.80645161290323,
84,1.2e-06,65,0.055%,6250,52.83982347271774,96.15384615384616,
84,1.2999999999999998e-06,68,0.056%,6250,51.6815095962227,91.91176470588235,
84,1.4e-06,70,0.057%,6250,50.642552708768854,89.28571428571429,
84,1.5e-06,72,0.057%,6250,49.689144710689924,86.80555555555556,
84,1.6e-06,75,0.059%,6250,48.93287192897296,83.33333333333333,
84,1.6999999999999998e-06,76,0.059%,6250,48.17958264918326,82.23684210526316,
84,1.8e-06,76,0.058%,6250,47.676804662410085,82.23684210526316,
84,1.9e-06,77,0.058%,6250,46.95400010517696,81.16883116883118,
84,2e-06,79,0.059%,6250,46.57193314505853,79.11392405063292,
84,2.1e-06,80,0.059%,6250,46.083289093375804,78.125,
84,2.2e-06,81,0.059%,6250,45.71654280531336,77.1604938271605,
84,2.3e-06,86,0.061%,6250,44.57281414919412,72.67441860465117,
84,2.4e-06,83,0.058%,6250,43.61783795100845,75.3012048192771,
84,2.4999999999999998e-06,86,0.059%,6250,43.22447681093268,72.67441860465117,
84,2.5999999999999997e-06,90,0.060%,6250,41.62282395876343,69.44444444444444,
84,2.7e-06,83,0.053%,6250,39.68480738581887,75.3012048192771,
84,2.8e-06,88,0.055%,6246.436000002898,38.98710506936111,70.98222727276021,
84,2.8999999999999998e-06,86,0.055%,5893.633000002573,38.00406889393517,68.53061627909969,
84,3e-06,71,0.053%,4518.092000001878,33.64329009488047,63.63509859157574,
84,3.1e-06,68,0.055%,3956.8060000007495,31.897378434160565,58.18832352942279,
84,3.2e-06,66,0.054%,3859.424000000696,31.560636540574524,58.47612121213176,
84,3.2999999999999997e-06,65,0.055%,3607.0570000006373,30.616799504304595,55.49318461539442,
84,3.3999999999999996e-06,59,0.052%,3398.47000000057,29.897160250550446,57.60118644068763,
84,3.5e-06,55,0.052%,2937.7869999999725,27.92944878595985,53.41430909090859,
84,3.6e-06,54,0.052%,2845.707999999963,27.547462779035865,52.69829629629561,
84,3.6999999999999997e-06,53,0.052%,2775.0369999999643,27.235349540194566,52.35918867924461,
84,3.8e-06,52,0.053%,2615.2839999998628,26.472897328702643,50.293923076920436,
84,3.9e-06,50,0.051%,2530.4869999998164,26.031674347788417,50.60973999999633,
84,4e-06,50,0.052%,2464.5269999997636,25.733541468709355,49.290539999995275,
84,4.1e-06,49,0.052%,2370.8669999997496,25.331940764165203,48.38504081632142,
84,4.2e-06,48,0.052%,2327.357999999744,25.133455723539353,48.48662499999467,
84,4.2999999999999995e-06,47,0.052%,2252.44299999975,24.798174632006145,47.924319148930856,
84,4.4e-06,47,0.052%,2217.198999999738,24.61694497490494,47.17444680850507,
84,4.5e-06,47,0.053%,2188.2459999997263,24.47839364617402,46.55842553190907,
84,4.6e-06,47,0.054%,2111.3919999997033,24.1208216235943,44.92323404254688,
84,4.7e-06,46,0.053%,2088.7009999996926,23.98710322017195,45.406543478254186,
84,4.8e-06,45,0.052%,2048.422999999653,23.805308603233655,45.520511111103396,
84,4.9e-06,45,0.053%,2010.5609999996136,23.631139737422146,44.67913333332475,
86,1e-06,62,0.056%,6250,56.177250460653454,100.80645161290323,
86,1.1e-06,62,0.054%,6250,54.246879719478535,100.80645161290323,
86,1.2e-06,65,0.055%,6250,53.001136344363225,96.15384615384616,
86,1.2999999999999998e-06,68,0.056%,6250,51.76712249343593,91.91176470588235,
86,1.4e-06,70,0.057%,6250,50.70747063023301,89.28571428571429,
86,1.5e-06,72,0.057%,6250,49.707718614546465,86.80555555555556,
86,1.6e-06,74,0.058%,6250,49.045380709863224,84.45945945945945,
86,1.6999999999999998e-06,76,0.059%,6250,48.27932486192113,82.23684210526316,
86,1.8e-06,76,0.058%,6250,47.70518956134124,82.23684210526316,
86,1.9e-06,77,0.058%,6250,47.05652052793652,81.16883116883118,
86,2e-06,77,0.057%,6250,46.65641469714388,81.16883116883118,
86,2.1e-06,80,0.059%,6250,46.157141063608236,78.125,
86,2.2e-06,81,0.059%,6250,45.79190692153832,77.1604938271605,
86,2.3e-06,86,0.061%,6250,44.67285177190399,72.67441860465117,
86,2.4e-06,84,0.059%,6250,43.72402792741112,74.4047619047619,
86,2.4999999999999998e-06,86,0.060%,6250,43.39253231875807,72.67441860465117,
86,2.5999999999999997e-06,90,0.060%,6250,41.629477666617824,69.44444444444444,
86,2.7e-06,83,0.053%,6250,39.76687069722459,75.3012048192771,
86,2.8e-06,89,0.056%,6250,39.04346631017379,70.2247191011236,
86,2.8999999999999998e-06,86,0.055%,5894.889000002575,38.00922684103252,68.5452209302625,
86,3e-06,73,0.052%,4924.099000002462,35.036743726047646,67.45341095893784,
86,3.1e-06,69,0.056%,3960.1430000007535,31.91295973955415,57.39337681160512,
86,3.2e-06,66,0.054%,3862.6220000006974,31.57594336538403,58.52457575758633,
86,3.2999999999999997e-06,65,0.055%,3607.8870000006373,30.622544942204392,55.50595384616365,
86,3.3999999999999996e-06,62,0.054%,3471.780000000626,30.144305907691333,55.99645161291332,
86,3.5e-06,55,0.052%,2979.580000000014,28.093343390533793,54.17418181818207,
86,3.6e-06,55,0.053%,2884.726999999975,27.694885801787375,52.44958181818136,
86,3.6999999999999997e-06,53,0.052%,2801.7239999999633,27.348300568103813,52.862716981131385,
86,3.8e-06,53,0.053%,2653.907999999844,26.621606981641527,50.07373584905366,
86,3.9e-06,51,0.052%,2543.890999999823,26.128171155068948,49.88021568627104,
86,4e-06,50,0.052%,2469.377999999764,25.765092548149706,49.38755999999528,
86,4.1e-06,50,0.053%,2376.780999999755,25.365588414208545,47.5356199999951,
86,4.2e-06,48,0.052%,2333.7749999997404,25.169321527557784,48.62031249999459,
86,4.2999999999999995e-06,48,0.053%,2255.664999999751,24.828453494768862,46.99302083332815,
86,4.4e-06,47,0.052%,2240.9059999997444,24.72778433730669,47.67885106382435,
86,4.5e-06,47,0.053%,2191.202999999724,24.50763345971573,46.62134042552604,
86,4.6e-06,47,0.054%,2116.3309999997055,24.169790203397696,45.0283191489299,
86,4.7e-06,46,0.053%,2096.3209999996916,24.045893553563793,45.57219565216721,
86,4.8e-06,46,0.053%,2073.4519999996774,23.923249991342864,45.07504347825385,
86,4.9e-06,45,0.053%,2013.3769999996136,23.660066278081384,44.741711111102525,
88,1e-06,62,0.056%,6250,56.26676749671402,100.80645161290323,
88,1.1e-06,62,0.054%,6250,54.33459679382411,100.80645161290323,
88,1.2e-06,65,0.055%,6250,53.12909094000238,96.15384615384616,
88,1.2999999999999998e-06,68,0.056%,6250,51.79329090426942,91.91176470588235,
88,1.4e-06,69,0.056%,6250,50.98752641153868,90.57971014492753,
88,1.5e-06,72,0.057%,6250,49.88068540052195,86.80555555555556,
88,1.6e-06,74,0.058%,6250,49.102022217683015,84.45945945945945,
88,1.6999999999999998e-06,75,0.058%,6250,48.38734651533685,83.33333333333333,
88,1.8e-06,76,0.058%,6250,47.81028877414419,82.23684210526316,
88,1.9e-06,77,0.058%,6250,47.05829204752511,81.16883116883118,
88,2e-06,77,0.057%,6250,46.66338156460452,81.16883116883118,
88,2.1e-06,80,0.059%,6250,46.22336609645522,78.125,
88,2.2e-06,81,0.059%,6250,45.857760233617775,77.1604938271605,
88,2.3e-06,85,0.061%,6250,44.69233794558261,73.52941176470588,
88,2.4e-06,85,0.060%,6250,43.801247459527644,73.52941176470588,
88,2.4999999999999998e-06,85,0.059%,6250,43.445921991978146,73.52941176470588,
88,2.5999999999999997e-06,90,0.060%,6250,41.69335041092966,69.44444444444444,
88,2.7e-06,83,0.053%,6250,39.78231119315108,75.3012048192771,
88,2.8e-06,89,0.056%,6250,39.05468906218756,70.2247191011236,
88,2.8999999999999998e-06,87,0.056%,5899.937000002565,38.02265272059861,67.81536781612144,
88,3e-06,85,0.056%,5686.798000002791,37.55099642109052,66.90350588238577,
88,3.1e-06,69,0.053%,4277.433000001517,32.79611270846477,61.991782608717635,
88,3.2e-06,66,0.054%,3872.416000000702,31.621884697049666,58.67296969698033,
88,3.2999999999999997e-06,66,0.055%,3740.5620000007507,31.120519817637447,56.675181818193195,
88,3.3999999999999996e-06,62,0.053%,3512.239000000612,30.30326221064694,56.64901612904213,
88,3.5e-06,56,0.052%,3095.6780000001363,28.73659098082298,55.27996428571672,
88,3.6e-06,55,0.053%,2886.659999999974,27.711049246423865,52.4847272727268,
88,3.6999999999999997e-06,53,0.052%,2803.897999999965,27.36417933753601,52.90373584905595,
88,3.8e-06,53,0.053%,2656.3769999998485,26.64263219128469,50.12032075471412,
88,3.9e-06,51,0.052%,2546.2219999998224,26.1491583909279,49.92592156862397,
88,4e-06,50,0.052%,2472.4889999997645,25.790017732343426,49.449779999995286,
88,4.1e-06,50,0.053%,2380.9929999997553,25.3918417404261,47.61985999999511,
88,4.2e-06,48,0.052%,2335.5199999997417,25.185424821797437,48.65666666666129,
88,4.2999999999999995e-06,48,0.052%,2285.0469999997713,24.945655615110876,47.60514583332857,
88,4.4e-06,47,0.052%,2243.3389999997457,24.751627424583994,47.730617021271186,
88,4.5e-06,47,0.053%,2192.4259999997253,24.519666722582624,46.64736170212181,
88,4.6e-06,47,0.054%,2124.4729999997044,24.225702719649973,45.20155319148307,
88,4.7e-06,47,0.054%,2097.936999999692,24.061945887665782,44.63695744680196,
88,4.8e-06,46,0.053%,2074.806999999679,23.93612210287928,45.104499999993024,
88,4.9e-06,45,0.052%,2044.367999999655,23.786933503981093,45.43039999999233,
90,1e-06,63,0.057%,6250,56.61898593131438,99.2063492063492,
90,1.1e-06,61,0.053%,6250,54.673968192872266,102.45901639344262,
90,1.2e-06,65,0.055%,6250,53.14897018555369,96.15384615384616,
90,1.2999999999999998e-06,68,0.056%,6250,51.90814334952867,91.91176470588235,
90,1.4e-06,69,0.056%,6250,51.03290601780028,90.57971014492753,
90,1.5e-06,72,0.057%,6250,49.90458243837782,86.80555555555556,
90,1.6e-06,74,0.058%,6250,49.17542644929817,84.45945945945945,
90,1.6999999999999998e-06,75,0.058%,6250,48.4608823757463,83.33333333333333,
90,1.8e-06,76,0.058%,6250,47.84652366297674,82.23684210526316,
90,1.9e-06,77,0.058%,6250,47.26862951226337,81.16883116883118,
90,2e-06,76,0.057%,6250,46.737008980983646,82.23684210526316,
90,2.1e-06,80,0.059%,6250,46.287038888518595,78.125,
90,2.2e-06,81,0.060%,6250,45.917055431069315,77.1604938271605,
90,2.3e-06,85,0.061%,6250,44.7003289944214,73.52941176470588,
90,2.4e-06,84,0.059%,6250,44.143406034580174,74.4047619047619,
90,2.4999999999999998e-06,85,0.059%,6250,43.46586364932436,73.52941176470588,
90,2.5999999999999997e-06,90,0.060%,6250,41.76355812150857,69.44444444444444,
90,2.7e-06,86,0.055%,6250,40.135368571116665,72.67441860465117,
90,2.8e-06,89,0.056%,6250,39.06298828735359,70.2247191011236,
90,2.8999999999999998e-06,87,0.056%,5953.582000002536,38.133431545252435,68.4319770115234,
90,3e-06,85,0.056%,5688.639000002792,37.55794484463395,66.92516470591521,
90,3.1e-06,71,0.053%,4482.9540000018405,33.53245568106695,63.14019718312451,
90,3.2e-06,66,0.054%,3892.0800000007116,31.701690939307912,58.970909090919875,
90,3.2999999999999997e-06,66,0.055%,3741.2990000007508,31.125615640605247,56.68634848485986,
90,3.3999999999999996e-06,65,0.056%,3557.9110000005962,30.465479299572685,54.73709230770148,
90,3.5e-06,56,0.052%,3098.9590000001426,28.751834704917684,55.33855357143112,
90,3.6e-06,55,0.053%,2890.9359999999715,27.73638814533356,52.56247272727221,
90,3.6999999999999997e-06,54,0.053%,2808.7509999999684,27.389889514076163,52.01390740740682,
90,3.8e-06,53,0.053%,2663.320999999848,26.685780988545915,50.25133962263864,
90,3.9e-06,51,0.052%,2549.9619999998267,26.16956075533484,49.999254901957386,
90,4e-06,51,0.053%,2484.9309999997668,25.88173230150469,48.724137254897386,
90,4.1e-06,50,0.053%,2383.4079999997552,25.41325997483372,47.668159999995105,
90,4.2e-06,48,0.052%,2337.894999999743,25.204512866950665,48.70614583332798,
90,4.2999999999999995e-06,48,0.052%,2325.3789999997434,25.130538624473086,48.445395833327986,
90,4.4e-06,48,0.053%,2245.6349999997456,24.77395333443373,46.7840624999947,
90,4.5e-06,47,0.053%,2197.882999999732,24.554882749217754,46.76346808510068,
90,4.6e-06,47,0.053%,2154.1939999997326,24.344751206388874,45.83391489361133,
90,4.7e-06,47,0.054%,2116.8859999997053,24.176956988507104,45.0401276595682,
90,4.8e-06,46,0.053%,2079.5069999996804,23.984533228756895,45.20667391303653,
90,4.9e-06,45,0.052%,2046.6239999996553,23.805427285306493,45.480533333325674,
92,1e-06,63,0.057%,6250,56.767607040999835,99.2063492063492,
92,1.1e-06,63,0.056%,6250,55.12436055741753,99.2063492063492,
92,1.2e-06,65,0.056%,6250,53.36817207606459,96.15384615384616,
92,1.2999999999999998e-06,67,0.056%,6250,52.01874339361959,93.28358208955224,
92,1.4e-06,68,0.056%,6250,51.20222832097652,91.91176470588235,
92,1.5e-06,70,0.056%,6250,50.19354631458906,89.28571428571429,
92,1.6e-06,75,0.059%,6250,49.272734439670465,83.33333333333333,
92,1.6999999999999998e-06,75,0.058%,6250,48.56368058307498,83.33333333333333,
92,1.8e-06,76,0.058%,6250,47.86631130717152,82.23684210526316,
92,1.9e-06,77,0.058%,6250,47.28794195310549,81.16883116883118,
92,2e-06,76,0.057%,6250,46.788791651382326,82.23684210526316,
92,2.1e-06,80,0.059%,6250,46.30658664888494,78.125,
92,2.2e-06,81,0.060%,6250,45.92211609110948,77.1604938271605,
92,2.3e-06,83,0.060%,6250,44.844014579686025,75.3012048192771,
92,2.4e-06,86,0.061%,6250,44.49095231993622,72.67441860465117,
92,2.4999999999999998e-06,84,0.059%,6250,43.571921556598184,74.4047619047619,
92,2.5999999999999997e-06,90,0.060%,6250,41.83400267737617,69.44444444444444,
92,2.7e-06,91,0.060%,6250,41.46899777726172,68.68131868131869,
92,2.8e-06,89,0.056%,6250,39.21962361711607,70.2247191011236,
92,2.8999999999999998e-06,88,0.056%,6040.805000002627,38.39893336386167,68.64551136366622,
92,3e-06,85,0.056%,5696.242000002784,37.57861751397122,67.01461176473863,
92,3.1e-06,71,0.053%,4488.2960000018475,33.55333941361667,63.21543661974433,
92,3.2e-06,69,0.056%,3936.9120000007165,31.835039541997936,57.056695652184295,
92,3.2999999999999997e-06,66,0.055%,3769.2630000007316,31.24699903837195,57.11004545455654,
92,3.3999999999999996e-06,65,0.056%,3558.382000000598,30.468729664011697,54.74433846154766,
92,3.5e-06,59,0.052%,3382.216000000545,29.823171000542683,57.325694915263476,
92,3.6e-06,55,0.052%,2938.0729999999753,27.94173086067499,53.41950909090864,
92,3.6999999999999997e-06,54,0.053%,2811.019999999968,27.408274100291223,52.05592592592534,
92,3.8e-06,53,0.053%,2691.948999999881,26.846467608104764,50.79149056603549,
92,3.9e-06,51,0.052%,2552.480999999828,26.191649393558272,50.04864705882015,
92,4e-06,51,0.053%,2487.0929999997666,25.901552785325777,48.76652941176013,
92,4.1e-06,50,0.053%,2385.566999999758,25.433568595673144,47.71133999999516,
92,4.2e-06,49,0.052%,2373.9489999997513,25.360806349949804,48.44793877550513,
92,4.2999999999999995e-06,48,0.052%,2327.4629999997433,25.14952725700733,48.48881249999465,
92,4.4e-06,48,0.053%,2249.952999999748,24.79888237368561,46.87402083332808,
92,4.5e-06,47,0.052%,2203.1009999997336,24.590101905279806,46.87448936169646,
92,4.6e-06,47,0.053%,2156.091999999734,24.363447348494685,45.874297872334765,
92,4.7e-06,47,0.054%,2118.948999999708,24.198307562292534,45.08402127658953,
92,4.8e-06,47,0.054%,2083.32999999968,24.02419336238935,44.326170212759145,
92,4.9e-06,45,0.052%,2054.7099999996576,23.868940441198117,45.660222222214614,
94,1e-06,61,0.056%,6250,57.1606259317182,102.45901639344262,
94,1.1e-06,63,0.056%,6250,55.30826615222605,99.2063492063492,
94,1.2e-06,65,0.056%,6250,53.61125407445531,96.15384615384616,
94,1.2999999999999998e-06,67,0.056%,6250,52.21343180090392,93.28358208955224,
94,1.4e-06,68,0.056%,6250,51.276161097391885,91.91176470588235,
94,1.5e-06,70,0.056%,6250,50.22420083251635,89.28571428571429,
94,1.6e-06,74,0.058%,6250,49.35873136214304,84.45945945945945,
94,1.6999999999999998e-06,75,0.058%,6250,48.72078701610515,83.33333333333333,
94,1.8e-06,75,0.058%,6250,48.021144670421286,83.33333333333333,
94,1.9e-06,77,0.058%,6250,47.30512182014971,81.16883116883118,
94,2e-06,76,0.057%,6250,46.79369595328117,82.23684210526316,
94,2.1e-06,79,0.059%,6250,46.35845096017624,79.11392405063292,
94,2.2e-06,81,0.060%,6250,45.991051980926585,77.1604938271605,
94,2.3e-06,83,0.060%,6250,45.25771553534447,75.3012048192771,
94,2.4e-06,86,0.061%,6250,44.552161670884274,72.67441860465117,
94,2.4999999999999998e-06,83,0.058%,6250,43.62575385302658,75.3012048192771,
94,2.5999999999999997e-06,87,0.059%,6250,42.686591629330124,71.83908045977012,
94,2.7e-06,91,0.061%,6250,41.57796700372539,68.68131868131869,
