c, lambda, clicks, CTR, spend, avgCPM, avgCPC
94,2.8e-06,83,0.053%,6250,39.67775315993626,75.3012048192771,
94,2.8999999999999998e-06,89,0.056%,6210.731000002819,38.90582265795609,69.78349438205414,
94,3e-06,85,0.056%,5764.751000002703,37.777616860113255,67.8206000000318,
94,3.1e-06,71,0.053%,4499.031000001859,33.591654035987084,63.36663380284308,
94,3.2e-06,69,0.056%,3958.55200000075,31.90888132970667,57.37031884059058,
94,3.2999999999999997e-06,66,0.054%,3837.919000000697,31.4963029223794,58.15028787879844,
94,3.3999999999999996e-06,65,0.056%,3558.907000000598,30.472442225861563,54.752415384624584,
94,3.5e-06,59,0.052%,3399.497000000571,29.90409042928018,57.618593220348664,
94,3.6e-06,55,0.052%,2941.172999999973,27.957918250950314,53.47587272727223,
94,3.6999999999999997e-06,55,0.053%,2850.564999999967,27.58860477720536,51.828454545453944,
94,3.8e-06,54,0.053%,2779.6069999999618,27.27458002982928,51.474203703703,
94,3.9e-06,52,0.053%,2572.249999999835,26.285804796793638,49.46634615384298,
94,4e-06,51,0.053%,2519.056999999807,26.045379350274064,49.393274509800136,
94,4.1e-06,51,0.053%,2469.8919999997656,25.78283018079842,48.42925490195619,
94,4.2e-06,49,0.052%,2376.5119999997532,25.384661397134728,48.50024489795415,
94,4.2999999999999995e-06,48,0.052%,2331.9439999997467,25.176183535759748,48.58216666666139,
94,4.4e-06,48,0.053%,2258.167999999752,24.85272170984297,47.045166666661494,
94,4.5e-06,47,0.052%,2205.0359999997368,24.60922747259812,46.91565957446248,
94,4.6e-06,47,0.053%,2194.010999999727,24.535746636693027,46.681085106377175,
94,4.7e-06,47,0.054%,2121.4709999997094,24.222129612711335,45.137680851057645,
94,4.8e-06,47,0.054%,2088.6069999996807,24.059520792531746,44.43844680850385,
94,4.9e-06,45,0.052%,2055.957999999658,23.881773513453034,45.68795555554796,
96,1e-06,61,0.056%,6250,57.47284982574232,102.45901639344262,
96,1.1e-06,63,0.056%,6250,55.41124005922354,99.2063492063492,
96,1.2e-06,64,0.055%,6250,53.66972083158012,97.65625,
96,1.2999999999999998e-06,67,0.056%,6250,52.43244603652654,93.28358208955224,
96,1.4e-06,68,0.056%,6250,51.45261008800454,91.91176470588235,
96,1.5e-06,70,0.056%,6250,50.30545472106632,89.28571428571429,
96,1.6e-06,74,0.058%,6250,49.38213077968459,84.45945945945945,
96,1.6999999999999998e-06,75,0.059%,6250,48.774777587014206,83.33333333333333,
96,1.8e-06,75,0.058%,6250,48.034061913984445,83.33333333333333,
96,1.9e-06,77,0.058%,6250,47.40594660194175,81.16883116883118,
96,2e-06,76,0.057%,6250,46.902907229801734,82.23684210526316,
96,2.1e-06,79,0.059%,6250,46.51959032987972,79.11392405063292,
96,2.2e-06,80,0.059%,6250,46.08566772602255,78.125,
96,2.3e-06,82,0.060%,6250,45.62943061771298,76.21951219512195,
96,2.4e-06,86,0.061%,6250,44.576629008330485,72.67441860465117,
96,2.4999999999999998e-06,83,0.058%,6250,43.633977254480335,75.3012048192771,
96,2.5999999999999997e-06,86,0.059%,6250,43.22985834440018,72.67441860465117,
96,2.7e-06,91,0.061%,6250,41.58183971365082,68.68131868131869,
96,2.8e-06,84,0.053%,6250,39.688335439461,74.4047619047619,
96,2.8999999999999998e-06,89,0.056%,6230.6380000028585,38.96194251984078,70.00716853935796,
96,3e-06,88,0.057%,5896.348000002575,38.01667322163634,67.00395454548381,
96,3.1e-06,73,0.053%,4830.354000002359,34.815871414172975,66.16923287674464,
96,3.2e-06,69,0.056%,3958.95200000075,31.91133394056755,57.37611594203986,
96,3.2999999999999997e-06,67,0.055%,3864.7680000006994,31.590387444831613,57.68310447762238,
96,3.3999999999999996e-06,66,0.056%,3639.5220000006348,30.780020804619596,55.14427272728234,
96,3.5e-06,59,0.052%,3400.891000000572,29.91266909424044,57.64222033899275,
96,3.6e-06,55,0.052%,2944.837999999973,27.978395120375218,53.542509090908595,
96,3.6999999999999997e-06,55,0.053%,2852.5989999999674,27.605885825437834,51.86543636363577,
96,3.8e-06,54,0.053%,2784.571999999964,27.305347179320883,51.566148148147484,
96,3.9e-06,52,0.053%,2621.651999999867,26.529031996922413,50.41638461538206,
96,4e-06,51,0.052%,2548.8589999998226,26.173283085515305,49.97762745097691,
96,4.1e-06,51,0.053%,2482.2479999997654,25.878315262716487,48.671529411760105,
96,4.2e-06,51,0.054%,2382.570999999757,25.419784698436526,46.71707843136779,
96,4.2999999999999995e-06,48,0.052%,2333.781999999746,25.193579031454387,48.62045833332804,
96,4.4e-06,48,0.053%,2259.6639999997524,24.866996808624986,47.07633333332817,
96,4.5e-06,48,0.053%,2223.6699999997404,24.680570045947086,46.32645833332793,
96,4.6e-06,47,0.053%,2196.9049999997296,24.56453921327157,46.74265957446233,
96,4.7e-06,47,0.054%,2122.9179999997095,24.23616042377484,45.1684680851002,
96,4.8e-06,47,0.054%,2105.4939999996996,24.139759920199257,44.79774468084467,
96,4.9e-06,46,0.053%,2084.0189999996796,24.031861529764868,45.30476086955825,
98,1e-06,61,0.056%,6250,57.61112032889036,102.45901639344262,
98,1.1e-06,62,0.055%,6250,55.64954144777847,100.80645161290323,
98,1.2e-06,63,0.054%,6250,53.76159099901938,99.2063492063492,
98,1.2999999999999998e-06,65,0.055%,6250,52.69148084137756,96.15384615384616,
98,1.4e-06,68,0.056%,6250,51.50391429748661,91.91176470588235,
98,1.5e-06,70,0.056%,6250,50.32125086552552,89.28571428571429,
98,1.6e-06,75,0.059%,6250,49.5434079523115,83.33333333333333,
98,1.6999999999999998e-06,75,0.059%,6250,48.86439154059654,83.33333333333333,
98,1.8e-06,75,0.058%,6250,48.14098762198926,83.33333333333333,
98,1.9e-06,77,0.058%,6250,47.44733345985956,81.16883116883118,
98,2e-06,76,0.057%,6250,46.90501921229587,82.23684210526316,
98,2.1e-06,79,0.059%,6250,46.529980196840434,79.11392405063292,
98,2.2e-06,80,0.059%,6250,46.0897459533203,78.125,
98,2.3e-06,81,0.059%,6250,45.748332930748,77.1604938271605,
98,2.4e-06,86,0.061%,6250,44.58648708418642,72.67441860465117,
98,2.4999999999999998e-06,83,0.058%,6250,43.644337059977794,75.3012048192771,
98,2.5999999999999997e-06,86,0.060%,6250,43.3600199802972,72.67441860465117,
98,2.7e-06,90,0.060%,6250,41.63696563118309,69.44444444444444,
98,2.8e-06,84,0.053%,6250,39.70043638719677,74.4047619047619,
98,2.8999999999999998e-06,89,0.056%,6250,39.0188476641757,70.2247191011236,
98,3e-06,88,0.057%,5898.046000002575,38.02418881720149,67.02325000002926,
98,3.1e-06,84,0.056%,5574.126000002669,37.29011238963519,66.35864285717463,
98,3.2e-06,69,0.056%,3961.3020000007546,31.920498956484376,57.410173913054415,
98,3.2999999999999997e-06,67,0.055%,3873.9390000007033,31.631996668550432,57.819985074637366,
98,3.3999999999999996e-06,66,0.056%,3640.2790000006357,30.785121101419353,55.155742424252054,
98,3.5e-06,62,0.053%,3513.537000000614,30.312368972751628,56.66995161291313,
98,3.6e-06,56,0.052%,3055.9420000000837,28.602976413329124,54.57039285714435,
98,3.6999999999999997e-06,55,0.053%,2853.051999999968,27.609468142757294,51.873672727272144,
98,3.8e-06,54,0.053%,2788.021999999961,27.329529971082298,51.63003703703631,
98,3.9e-06,54,0.054%,2660.446999999849,26.678636609773662,49.267537037034245,
98,4e-06,51,0.052%,2551.0349999998243,26.19213117446969,50.020294117643616,
98,4.1e-06,51,0.053%,2483.804999999767,25.888879623933114,48.702058823524844,
98,4.2e-06,51,0.054%,2383.450999999757,25.427003211109348,46.73433333332857,
98,4.2999999999999995e-06,48,0.052%,2340.571999999744,25.23337322250336,48.761916666661335,
98,4.4e-06,48,0.053%,2261.1209999997536,24.88084024736189,47.10668749999487,
98,4.5e-06,48,0.053%,2248.401999999747,24.80037502757277,46.841708333328064,
98,4.6e-06,47,0.053%,2198.1249999997312,24.576531753127586,46.76861702127088,
98,4.7e-06,47,0.054%,2129.515999999704,24.276841697253744,45.30885106382349,
98,4.8e-06,47,0.054%,2107.7969999997013,24.163116746144777,44.84674468084471,
98,4.9e-06,47,0.054%,2086.0179999996794,24.05213942279606,44.38336170212084,
c, lambda, clicks, CTR, spend, avgCPM, avgCPC
100,1e-06,61,0.056%,6250,57.69727853476607,102.45901639344262,
100,1.1e-06,62,0.055%,6250,55.671847859974164,100.80645161290323,
100,1.2e-06,62,0.053%,6250,53.830584384824085,100.80645161290323,
100,1.2999999999999998e-06,65,0.055%,6250,52.70747771527842,96.15384615384616,
100,1.4e-06,68,0.056%,6250,51.571911873916996,91.91176470588235,
100,1.5e-06,70,0.057%,6250,50.46386383638404,89.28571428571429,
100,1.6e-06,75,0.059%,6250,49.55637136355347,83.33333333333333,
100,1.6999999999999998e-06,75,0.059%,6250,48.912575618841906,83.33333333333333,
100,1.8e-06,76,0.059%,6250,48.1914704952541,82.23684210526316,
100,1.9e-06,76,0.058%,6250,47.53430075142222,82.23684210526316,
100,2e-06,76,0.057%,6250,46.9314350506484,82.23684210526316,
100,2.1e-06,79,0.059%,6250,46.59971220017745,79.11392405063292,
100,2.2e-06,80,0.059%,6250,46.16736964181508,78.125,
100,2.3e-06,81,0.059%,6250,45.79761119659999,77.1604938271605,
100,2.4e-06,85,0.061%,6250,44.69457515124644,73.52941176470588,
100,2.4999999999999998e-06,84,0.059%,6250,43.738409321529794,74.4047619047619,
100,2.5999999999999997e-06,86,0.060%,6250,43.42207647843486,72.67441860465117,
100,2.7e-06,90,0.060%,6250,41.724246126320985,69.44444444444444,
100,2.8e-06,84,0.053%,6250,39.790415921259545,74.4047619047619,
100,2.8999999999999998e-06,89,0.056%,6250,39.065185731519044,70.2247191011236,
100,3e-06,88,0.057%,5903.383000002558,38.039712610365086,67.0838977273018,
100,3.1e-06,85,0.056%,5681.858000002797,37.5426710011814,66.84538823532702,
100,3.2e-06,71,0.057%,4054.9500000009107,32.353926801836025,57.11197183099874,
100,3.2999999999999997e-06,67,0.055%,3886.3240000007067,31.68681103646783,58.004835820906074,
100,3.3999999999999996e-06,66,0.055%,3742.845000000751,31.136146212020325,56.709772727284104,
100,3.5e-06,62,0.053%,3514.5550000006156,30.319058998098807,56.68637096775186,
100,3.6e-06,56,0.052%,3096.851000000137,28.74561183667156,55.30091071428816,
100,3.6999999999999997e-06,55,0.053%,2890.6209999999737,27.74401328355175,52.55674545454497,
100,3.8e-06,54,0.053%,2810.8209999999663,27.422643902438697,52.05224074074012,
100,3.9e-06,54,0.054%,2664.336999999849,26.70452335848943,49.33957407407128,
100,4e-06,51,0.052%,2552.008999999825,26.201055430640597,50.039392156859314,
100,4.1e-06,51,0.053%,2485.5779999997653,25.90465967003747,48.73682352940716,
100,4.2e-06,51,0.054%,2388.537999999761,25.461714760841293,46.83407843136786,
100,4.2999999999999995e-06,48,0.052%,2342.9259999997457,25.25194542044519,48.81095833332804,
100,4.4e-06,48,0.052%,2291.407999999773,25.00608944278077,47.73766666666194,
100,4.5e-06,48,0.053%,2249.323999999747,24.80945027794656,46.86091666666139,
100,4.6e-06,47,0.053%,2199.2279999997313,24.58748951869564,46.792085106377264,
100,4.7e-06,47,0.054%,2131.124999999704,24.293522867170942,45.34308510637668,
100,4.8e-06,47,0.054%,2109.029999999702,24.175311500586915,44.872978723397914,
100,4.9e-06,47,0.054%,2088.4679999996806,24.07677941481267,44.43548936169533,
102,1e-06,61,0.056%,6250,57.74632271416956,102.45901639344262,
102,1.1e-06,62,0.055%,6250,55.771204211841344,100.80645161290323,
102,1.2e-06,62,0.054%,6250,53.94441567408942,100.80645161290323,
102,1.2999999999999998e-06,65,0.055%,6250,52.83580323101504,96.15384615384616,
102,1.4e-06,67,0.055%,6250,51.641369281234766,93.28358208955224,
102,1.5e-06,70,0.057%,6250,50.466308692317014,89.28571428571429,
102,1.6e-06,72,0.057%,6250,49.714835702410966,86.80555555555556,
102,1.6999999999999998e-06,75,0.059%,6250,48.959320679633706,83.33333333333333,
102,1.8e-06,76,0.059%,6250,48.27186715582159,82.23684210526316,
102,1.9e-06,76,0.058%,6250,47.7602359737739,82.23684210526316,
102,2e-06,77,0.058%,6250,47.06325301204819,81.16883116883118,
102,2.1e-06,77,0.058%,6250,46.675230015533515,81.16883116883118,
102,2.2e-06,80,0.059%,6250,46.17794393628183,78.125,
102,2.3e-06,81,0.059%,6250,45.81103862786777,77.1604938271605,
102,2.4e-06,85,0.061%,6250,44.70192754711584,73.52941176470588,
102,2.4999999999999998e-06,84,0.059%,6250,44.13966496228707,74.4047619047619,
102,2.5999999999999997e-06,85,0.059%,6250,43.47402687738237,73.52941176470588,
102,2.7e-06,90,0.060%,6250,41.77137357643159,69.44444444444444,
102,2.8e-06,87,0.056%,6250,40.09674542736715,71.83908045977012,
102,2.8999999999999998e-06,90,0.056%,6250,39.0671392227827,69.44444444444444,
102,3e-06,88,0.057%,5904.037000002559,38.04245599115028,67.09132954548362,
102,3.1e-06,87,0.057%,5690.330000002792,37.566629036216305,65.40609195405509,
102,3.2e-06,71,0.057%,4055.921000000911,32.36012510273033,57.125647887336775,
102,3.2999999999999997e-06,67,0.055%,3891.296000000711,31.706151715152863,58.07904477613002,
102,3.3999999999999996e-06,67,0.056%,3765.9070000007355,31.2391187132478,56.20756716419008,
102,3.5e-06,65,0.056%,3559.4350000005993,30.476180283238858,54.76053846154768,
102,3.6e-06,56,0.052%,3108.550000000154,28.80367302311071,55.50982142857418,
102,3.6999999999999997e-06,55,0.053%,2894.0969999999716,27.761122302158,52.61994545454494,
102,3.8e-06,54,0.053%,2815.046999999968,27.442722194600925,52.13049999999941,
102,3.9e-06,54,0.054%,2696.1289999998817,26.8830602945417,49.92831481481262,
102,4e-06,52,0.053%,2556.5489999998285,26.228547685487406,49.16440384615055,
102,4.1e-06,51,0.053%,2490.320999999769,25.931119580155034,48.829823529407236,
102,4.2e-06,51,0.054%,2396.5959999997663,25.532098949563913,46.992078431367965,
102,4.2999999999999995e-06,49,0.053%,2343.7529999997455,25.259769792853938,47.831693877545824,
102,4.4e-06,48,0.052%,2331.947999999746,25.192273620981204,48.58224999999471,
102,4.5e-06,48,0.053%,2254.307999999751,24.84551376015067,46.96474999999481,
102,4.6e-06,48,0.054%,2203.763999999736,24.612886292814544,45.9117499999945,
102,4.7e-06,47,0.053%,2161.104999999735,24.414024107815667,45.98095744680287,
102,4.8e-06,47,0.054%,2124.444999999708,24.253316437195565,45.2009574468023,
102,4.9e-06,47,0.054%,2089.7359999996816,24.08973117535484,44.46246808509961,
104,1e-06,62,0.057%,6250,57.90307488488869,100.80645161290323,
104,1.1e-06,62,0.055%,6250,55.898899015285,100.80645161290323,
104,1.2e-06,62,0.054%,6250,54.02648594446942,100.80645161290323,
104,1.2999999999999998e-06,65,0.055%,6250,52.853228698034705,96.15384615384616,
104,1.4e-06,67,0.055%,6250,51.643929565943104,93.28358208955224,
104,1.5e-06,70,0.057%,6250,50.7268137879538,89.28571428571429,
104,1.6e-06,72,0.057%,6250,49.73817822979834,86.80555555555556,
104,1.6999999999999998e-06,74,0.058%,6250,49.06424668718207,84.45945945945945,
104,1.8e-06,75,0.058%,6250,48.310672407262835,83.33333333333333,
104,1.9e-06,76,0.058%,6250,47.76498100864355,82.23684210526316,
104,2e-06,77,0.058%,6250,47.10439842030689,81.16883116883118,
104,2.1e-06,77,0.058%,6250,46.67697294229232,81.16883116883118,
104,2.2e-06,80,0.059%,6250,46.24765061934854,78.125,
104,2.3e-06,81,0.059%,6250,45.88907326098768,77.1604938271605,
104,2.4e-06,85,0.061%,6250,44.704805230104576,73.52941176470588,
104,2.4999999999999998e-06,86,0.061%,6250,44.3602191749709,72.67441860465117,
104,2.5999999999999997e-06,85,0.059%,6250,43.47644620050641,73.52941176470588,
104,2.7e-06,90,0.060%,6250,41.777237087491564,69.44444444444444,
104,2.8e-06,86,0.055%,6250,40.14722791420698,72.67441860465117,
104,2.8999999999999998e-06,90,0.056%,6250,39.137105106609475,69.44444444444444,
104,3e-06,88,0.056%,6018.728000002661,38.36712733950393,68.3946363636666,
104,3.1e-06,87,0.057%,5693.509000002793,37.57868509463327,65.44263218394015,
104,3.2e-06,71,0.053%,4490.038000001845,33.56385300802719,63.2399718310119,
104,3.2999999999999997e-06,67,0.055%,3895.196000000713,31.720353751695573,58.13725373135392,
104,3.3999999999999996e-06,67,0.056%,3766.5800000007353,31.242887241002137,56.21761194030948,
104,3.5e-06,65,0.056%,3560.1270000005993,30.481061319548274,54.771184615393835,
104,3.6e-06,59,0.052%,3383.8240000005444,29.834719050604786,57.3529491525516,
104,3.6999999999999997e-06,55,0.053%,2897.3249999999734,27.77636637298769,52.67863636363588,
104,3.8e-06,54,0.053%,2815.4999999999677,27.446335614434968,52.13888888888829,
104,3.9e-06,54,0.054%,2697.9869999998823,26.899708867573455,49.962722222220044,
104,4e-06,52,0.053%,2557.031999999829,26.232695562963112,49.17369230768902,
104,4.1e-06,51,0.053%,2493.035999999769,25.955336227626667,48.883058823524884,
104,4.2e-06,51,0.054%,2398.123999999766,25.54647236159243,47.02203921568169,
104,4.2999999999999995e-06,50,0.054%,2363.522999999737,25.357512230706988,47.270459999994735,
104,4.4e-06,48,0.052%,2332.9309999997445,25.20098732891604,48.60272916666134,
104,4.5e-06,48,0.053%,2259.8159999997533,24.881264863909905,47.07949999999486,
104,4.6e-06,48,0.054%,2208.309999999737,24.641091732776946,46.006458333327856,
104,4.7e-06,47,0.053%,2162.3489999997364,24.42642191471038,46.007425531909284,
104,4.8e-06,47,0.054%,2126.2009999997067,24.27031562125115,45.23831914892993,
104,4.9e-06,47,0.054%,2091.0949999996833,24.103452250587093,44.491382978716665,
106,1e-06,62,0.058%,6250,58.23650543696015,100.80645161290323,
106,1.1e-06,61,0.055%,6250,56.00659533666685,102.45901639344262,
106,1.2e-06,62,0.054%,6250,54.18339127343973,100.80645161290323,
106,1.2999999999999998e-06,65,0.055%,6250,53.00697995912101,96.15384615384616,
106,1.4e-06,68,0.056%,6250,51.77398378024636,91.91176470588235,
106,1.5e-06,70,0.057%,6250,50.74699577784995,89.28571428571429,
106,1.6e-06,72,0.057%,6250,49.82501454890425,86.80555555555556,
106,1.6999999999999998e-06,74,0.058%,6250,49.074648429218655,84.45945945945945,
106,1.8e-06,75,0.058%,6250,48.40233570311169,83.33333333333333,
106,1.9e-06,76,0.058%,6250,47.82345874557155,82.23684210526316,
106,2e-06,77,0.058%,6250,47.129973154767285,81.16883116883118,
106,2.1e-06,76,0.057%,6250,46.74330075013649,82.23684210526316,
106,2.2e-06,80,0.059%,6250,46.31379261795197,78.125,
106,2.3e-06,81,0.060%,6250,45.93156564171909,77.1604938271605,
106,2.4e-06,85,0.061%,6250,44.71344050250753,73.52941176470588,
106,2.4999999999999998e-06,86,0.061%,6250,44.445392612820186,72.67441860465117,
106,2.5999999999999997e-06,85,0.059%,6250,43.49308633899555,73.52941176470588,
106,2.7e-06,90,0.060%,6250,41.78421960448729,69.44444444444444,
106,2.8e-06,91,0.060%,6250,41.47092390583114,68.68131868131869,
106,2.8999999999999998e-06,91,0.057%,6250,39.25879396984925,68.68131868131869,
106,3e-06,89,0.056%,6212.088000002821,38.91261698051152,69.7987415730654,
106,3.1e-06,87,0.057%,5735.4430000027705,37.72076948374068,65.92463218393989,
106,3.2e-06,71,0.053%,4500.274000001865,33.59917873676172,63.38414084509669,
106,3.2999999999999997e-06,69,0.056%,3938.5430000007173,31.84539566775324,57.08033333334373,
106,3.3999999999999996e-06,67,0.055%,3800.035000000708,31.387090113163527,56.716940298518026,
106,3.5e-06,65,0.056%,3560.8230000006,30.485976267534806,54.78189230770154,
106,3.6e-06,59,0.052%,3401.530000000571,29.918815747814893,57.653050847467306,
106,3.6999999999999997e-06,55,0.052%,2942.345999999975,27.96720750520379,53.497199999999545,
106,3.8e-06,55,0.053%,2833.179999999984,27.527447970307456,51.51236363636335,
106,3.9e-06,54,0.053%,2742.552999999931,27.142165789160476,50.78801851851725,
106,4e-06,52,0.053%,2558.893999999828,26.24964352758766,49.20949999999669,
106,4.1e-06,52,0.054%,2494.014999999768,25.96444745197822,47.96182692307246,
106,4.2e-06,51,0.054%,2432.691999999788,25.707951134968383,47.699843137250745,
106,4.2999999999999995e-06,50,0.053%,2381.2539999997534,25.42906570699095,47.625079999995066,
106,4.4e-06,49,0.053%,2337.8949999997494,25.23225945712319,47.71214285713774,
106,4.5e-06,48,0.053%,2260.8349999997536,24.890840030824105,47.10072916666153,
106,4.6e-06,48,0.054%,2209.899999999735,24.65608229479002,46.03958333332781,
106,4.7e-06,47,0.053%,2162.7389999997354,24.430275509163707,46.01572340424969,
106,4.8e-06,47,0.054%,2127.631999999708,24.28443267551286,45.2687659574406,
106,4.9e-06,47,0.054%,2096.170999999684,24.13636625329239,44.59938297871668,
108,1e-06,61,0.057%,6250,58.42377333445507,102.45901639344262,
108,1.1e-06,62,0.056%,6250,56.092548217154445,100.80645161290323,
108,1.2e-06,62,0.054%,6250,54.21159000425019,100.80645161290323,
108,1.2999999999999998e-06,65,0.055%,6250,53.031717209428614,96.15384615384616,
108,1.4e-06,68,0.056%,6250,51.776128305388035,91.91176470588235,
108,1.5e-06,69,0.056%,6250,50.9850307949586,90.57971014492753,
108,1.6e-06,72,0.058%,6250,49.91494493383275,86.80555555555556,
108,1.6999999999999998e-06,74,0.058%,6250,49.17852196902933,84.45945945945945,
108,1.8e-06,75,0.058%,6250,48.49397122949675,83.33333333333333,
108,1.9e-06,76,0.058%,6250,47.86924420207715,82.23684210526316,
108,2e-06,77,0.058%,6250,47.30154165184552,81.16883116883118,
108,2.1e-06,76,0.057%,6250,46.79439665176733,82.23684210526316,
108,2.2e-06,80,0.059%,6250,46.321344134235545,78.125,
108,2.3e-06,81,0.060%,6250,45.93662950087096,77.1604938271605,
108,2.4e-06,84,0.060%,6250,44.76403979344081,74.4047619047619,
108,2.4999999999999998e-06,86,0.061%,6250,44.46499715424018,72.67441860465117,
108,2.5999999999999997e-06,85,0.059%,6250,43.50519626064137,73.52941176470588,
108,2.7e-06,87,0.059%,6250,42.621095055271034,71.83908045977012,
108,2.8e-06,91,0.060%,6250,41.551983193053836,68.68131868131869,
108,2.8999999999999998e-06,91,0.057%,6250,39.26693347239063,68.68131868131869,
108,3e-06,90,0.056%,6228.322000002854,38.96207837055134,69.20357777780949,
108,3.1e-06,87,0.057%,5768.138000002698,37.795354322987244,66.30043678164022,
108,3.2e-06,74,0.053%,4811.385000002345,34.769618222435085,65.01871621624791,
108,3.2999999999999997e-06,69,0.056%,3960.3540000007506,31.92057645343116,57.39643478261957,
108,3.3999999999999996e-06,67,0.055%,3820.5780000007326,31.45932726749337,57.023552238816904,
108,3.5e-06,67,0.057%,3592.4370000006033,30.64487153240355,53.61846268657617,
108,3.6e-06,59,0.052%,3402.415000000573,29.92370473954577,57.668050847467335,
108,3.6999999999999997e-06,55,0.052%,2945.9759999999733,27.98734574058743,53.56319999999951,
108,3.8e-06,55,0.053%,2853.404999999968,27.612349764849018,51.88009090909033,
108,3.9e-06,54,0.053%,2790.1519999999623,27.350677358009317,51.66948148148078,
108,4e-06,53,0.054%,2625.9649999998683,26.567568114445102,49.54650943395978,
108,4.1e-06,52,0.054%,2530.8059999998063,26.132002023808752,48.669346153842426,
108,4.2e-06,51,0.054%,2437.8589999997853,25.73943386863245,47.80115686274089,
108,4.2999999999999995e-06,51,0.054%,2394.7599999997665,25.52940173126697,46.95607843136797,
108,4.4e-06,49,0.053%,2339.7909999997496,25.25054228764177,47.75083673468877,
108,4.5e-06,48,0.053%,2264.965999999754,24.918214222845382,47.18679166666154,
108,4.6e-06,48,0.054%,2210.635999999735,24.66346840413842,46.05491666666114,
108,4.7e-06,48,0.054%,2200.8129999997327,24.603009401582202,45.85027083332776,
108,4.8e-06,47,0.054%,2127.930999999707,24.287290988982562,45.27512765956824,
108,4.9e-06,47,0.054%,2101.702999999687,24.17362149478603,44.717085106376324,
110,1e-06,61,0.057%,6250,58.583680929840185,102.45901639344262,
110,1.1e-06,62,0.056%,6250,56.19189757790444,100.80645161290323,
110,1.2e-06,61,0.053%,6250,54.511360167458896,102.45901639344262,
110,1.2999999999999998e-06,65,0.055%,6250,53.11554543291294,96.15384615384616,
110,1.4e-06,68,0.056%,6250,51.91116131497201,91.91176470588235,
110,1.5e-06,69,0.056%,6250,51.059171452613,90.57971014492753,
110,1.6e-06,72,0.058%,6250,49.93009786299181,86.80555555555556,
110,1.6999999999999998e-06,74,0.058%,6250,49.18355301987015,84.45945945945945,
110,1.8e-06,75,0.058%,6250,48.49923953192414,83.33333333333333,
110,1.9e-06,76,0.058%,6250,47.87511107025768,82.23684210526316,
110,2e-06,77,0.058%,6250,47.31192563322281,81.16883116883118,
110,2.1e-06,76,0.057%,6250,46.800002995200195,82.23684210526316,
110,2.2e-06,79,0.059%,6250,46.33576750565297,79.11392405063292,
110,2.3e-06,81,0.060%,6250,45.95216563366198,77.1604938271605,
110,2.4e-06,83,0.060%,6250,45.2655822240248,75.3012048192771,
110,2.4999999999999998e-06,86,0.061%,6250,44.57281414919412,72.67441860465117,
110,2.5999999999999997e-06,83,0.058%,6250,43.6348911571275,75.3012048192771,
110,2.7e-06,86,0.060%,6250,43.243018847037334,72.67441860465117,
110,2.8e-06,91,0.061%,6250,41.59429259754693,68.68131868131869,
110,2.8999999999999998e-06,91,0.057%,6250,39.273842364222475,68.68131868131869,
110,3e-06,90,0.056%,6233.820000002856,38.974772578091574,69.2646666666984,
110,3.1e-06,87,0.057%,5772.589000002699,37.80866392891425,66.35159770118045,
110,3.2e-06,86,0.058%,5521.5670000027,37.1780132914259,64.20426744189186,
110,3.2999999999999997e-06,69,0.056%,3960.7840000007513,31.923270359152358,57.402666666677554,
110,3.3999999999999996e-06,67,0.055%,3851.346000000703,31.560649020738367,57.48277611941348,
110,3.5e-06,67,0.057%,3602.404000000604,30.681736108750417,53.767223880606025,
110,3.6e-06,59,0.052%,3403.107000000573,29.92873789652856,57.67977966102666,
110,3.6999999999999997e-06,56,0.052%,3057.550000000084,28.615348619560915,54.59910714285864,
110,3.8e-06,55,0.053%,2853.7089999999675,27.614757112444043,51.88561818181759,
110,3.9e-06,54,0.053%,2791.4299999999616,27.35837776383842,51.693148148147436,
110,4e-06,53,0.054%,2628.287999999871,26.588111520251193,49.59033962263907,
110,4.1e-06,52,0.054%,2532.5149999998075,26.147758481836657,48.70221153845784,
110,4.2e-06,51,0.053%,2489.619999999767,25.94191874459218,48.816078431367984,
110,4.2999999999999995e-06,51,0.054%,2396.628999999766,25.546058241662042,46.992725490191496,
110,4.4e-06,49,0.053%,2340.4219999997495,25.25653421966794,47.76371428570917,
110,4.5e-06,49,0.054%,2266.250999999755,24.930431338897012,46.250020408158264,
110,4.6e-06,48,0.053%,2230.5329999997434,24.746854683024647,46.469437499994655,
110,4.7e-06,48,0.054%,2201.767999999732,24.612034563316517,45.870166666661085,
110,4.8e-06,47,0.054%,2129.4459999997084,24.302640889271057,45.307361702121455,
110,4.9e-06,47,0.054%,2113.272999999705,24.218673359459363,44.96325531914266,
112,1e-06,59,0.056%,6250,59.03633804679456,105.9322033898305,
112,1.1e-06,62,0.056%,6250,56.368260610761375,100.80645161290323,
112,1.2e-06,61,0.053%,6250,54.80437031970677,102.45901639344262,
112,1.2999999999999998e-06,65,0.055%,6250,53.249043647176094,96.15384615384616,
112,1.4e-06,67,0.056%,6250,52.010085795837526,93.28358208955224,
112,1.5e-06,68,0.056%,6250,51.1762345754829,91.91176470588235,
112,1.6e-06,70,0.056%,6250,50.22056873789684,89.28571428571429,
112,1.6999999999999998e-06,74,0.058%,6250,49.22345083955518,84.45945945945945,
112,1.8e-06,75,0.058%,6250,48.59199825846278,83.33333333333333,
